# 0ee9e580-ae11-43e6-94d0-1788428c33a8
12	9	6	198	33
0.0	53.0	80.4	184.2	40.0	134.0	171.1	64.3	185.7	160.9	49.4	38.0
32.8	0.0	136.5	135.1	175.1	49.6	74.4	102.9	196.1	82.4	108.8	189.3
185.3	52.3	0.0	112.3	133.7	56.3	98.2	35.6	45.4	105.4	29.4	136.1
168.8	182.1	102.4	0.0	103.3	99.5	10.4	15.1	108.9	10.3	124.4	186.3
90.6	78.9	184.0	77.2	0.0	173.8	144.3	107.7	193.1	42.1	31.1	178.9
185.5	35.2	33.1	74.5	194.1	0.0	154.1	69.7	36.9	17.2	35.0	85.5
148.7	120.3	32.2	76.9	197.9	130.1	0.0	73.8	161.8	13.0	124.5	79.6
86.6	39.1	81.4	10.1	178.5	50.5	168.9	0.0	41.7	157.1	135.2	174.4
11.8	79.1	21.9	89.1	103.1	194.2	74.1	193.2	0.0	99.7	115.7	97.6
142.1	39.2	173.0	51.8	140.0	145.9	116.1	23.8	86.6	0.0	17.4	48.7
48.3	68.3	35.1	122.0	27.1	39.5	10.4	81.5	163.6	187.4	0.0	165.1
44.9	22.6	176.6	82.5	28.1	196.2	118.5	29.6	113.9	117.9	153.3	0.0
1	50560	4	3
2	26930	6	5
3	67343	2	11
4	39969	1	11
5	71404	1	11
6	76029	6	9
7	15143	4	9
8	12084	2	1
9	77358	2	6
10	23158	5	2
11	77522	3	8
12	32123	4	7
13	29667	3	3
14	38274	6	2
15	73726	2	5
16	13652	1	4
17	70557	5	4
18	54539	1	2
19	27151	5	1
20	28597	5	2
21	36067	3	5
22	52562	2	1
23	69606	4	3
24	72424	4	12
25	61398	2	1
26	32572	6	9
27	72167	3	11
28	26547	1	11
29	78519	3	4
30	66518	2	9
31	10382	4	4
32	70319	5	9
33	79825	4	6
1	1302	96	886014	766751	852036	1160036	1396962	1192268	950835	1292028	891228	1248987	1354144	1201430
2	1410	123	853964	1024914	1117143	787285	1140919	922054	649223	1324752	972424	1034027	1228710	1426430
3	777	1219	1199205	871704	841994	976778	1002888	912799	1085269	1331265	1420810	1191574	1419903	1455830
4	958	1162	793231	1038087	992179	1170517	1335923	834567	1112346	1303412	771027	1096017	1041602	1070781
5	1252	1041	1405248	1138296	797523	1324201	715794	1399200	1045008	767123	1027447	1189691	1375540	1104648
6	693	409	998613	960308	816811	1254209	1138850	1271454	1158397	992080	894189	1175683	751520	993565
7	951	1286	1068705	1224723	963739	1063541	880495	896569	721199	1363621	1111231	1287802	1075897	1378964
8	432	975	1394952	1306382	1132205	928763	1427796	1384582	798303	1281042	828350	1124741	1171302	1049455
9	994	747	1415800	822329	1210679	1057543	1081372	1351413	935449	1027849	1004051	1066026	804785	979714
1.0	581.2	1498.6
2.0	420.4	1413.8
3.0	1270.7	1240.8
4.0	135.8	1051.3
5.0	528.1	235.6
6.0	346.2	428.4
1	912	650	66235	0	57792	0	38450	13723	0	40063	70809	33165	13317	0
2	318	1331	17230	39635	38209	6285	5751	0	57916	25622	70265	11842	1415	26468
3	1109	1281	0	66884	0	0	19318	14452	0	0	18663	69295	0	56584
4	1028	377	18893	0	42673	53009	0	53939	21129	5208	54857	0	52052	59526
5	1289	69	67283	33684	0	43106	0	16115	0	46214	52277	11652	4613	31909
6	950	70	14695	19197	11756	70845	0	26424	0	45432	51188	10284	0	45551
7	373	1076	8404	27135	10788	0	28438	0	32380	11197	20032	13238	44366	28775
8	420	534	35959	48701	798	0	52448	2150	4781	1905	42929	0	37476	72768
9	183	1218	0	0	52379	28765	0	0	0	52552	0	23163	0	53927
10	344	1214	27325	7182	0	61932	11077	0	48946	44082	0	74276	67724	0
11	8	879	34008	35365	71637	31919	67868	0	0	0	60130	17384	51729	16005
12	712	615	40293	48714	0	74965	53001	26527	39078	70876	72346	72116	0	0
13	1331	23	0	50845	4834	21967	29141	0	47897	13234	0	29036	0	72747
14	532	514	0	0	19798	3698	19022	1512	0	66773	27912	44894	54435	31544
15	674	220	0	11787	15968	36369	0	64138	0	40778	0	0	43322	14053
16	313	614	57488	13787	0	72030	0	68423	39001	0	69512	0	12680	47411
17	1077	1187	64640	18609	74152	56455	36468	19430	55903	26756	72146	0	21607	0
18	1256	1460	0	10720	13629	0	0	0	13512	46270	69635	49918	16059	34692
19	772	966	0	58992	26721	8329	18266	7068	54217	0	23487	48671	0	51507
20	484	754	53474	61504	0	0	0	47966	0	30070	28912	0	32096	37373
21	341	289	0	13256	11385	1237	67366	25055	0	51601	0	41403	0	0
22	244	436	894	0	24080	16477	7032	41472	45802	56654	71746	19604	0	38353
23	1236	996	17521	26842	11280	24903	45770	63701	71067	9960	774	33044	0	2930
24	480	288	71321	0	28862	52332	52610	0	0	0	0	0	58302	28388
25	697	1412	0	30768	71487	11069	68943	2102	29611	0	0	995	44650	28541
26	1212	1392	70616	8375	2081	56686	0	44688	8576	13830	0	17163	10349	8416
27	168	5	2719	14884	0	6315	53566	0	74362	0	10140	24584	31916	0
28	1391	76	0	34643	0	39593	70562	36364	35992	0	55293	0	35251	23286
29	965	619	42664	0	31344	34991	53347	70916	0	0	49161	41330	43350	0
30	1241	1458	34718	61803	0	34810	68815	36351	0	5971	0	0	14071	18762
31	504	212	66898	0	0	13564	47524	56683	65230	0	0	0	19571	0
32	930	318	65118	44335	71225	12893	24817	60717	0	52854	0	28934	20821	6081
