# c2101539-e2ce-43f1-9c58-e6b9fc47d39c
12	10	4	122	31
0.0	70.4	75.2	24.0	88.8	25.4	138.7	77.5	77.3	81.5	106.2	76.6
58.4	0.0	33.3	174.2	16.5	53.3	104.6	170.8	159.8	42.0	39.8	26.9
115.2	176.0	0.0	105.5	75.2	93.2	116.5	126.7	169.0	76.5	184.2	48.7
16.4	48.7	13.5	0.0	139.9	161.6	158.1	79.9	165.7	145.4	129.7	166.6
61.6	44.9	62.6	183.6	0.0	137.0	80.4	22.5	162.8	89.1	179.2	94.4
158.5	114.7	97.2	50.2	17.3	0.0	97.0	185.0	140.0	48.6	193.1	54.9
132.5	52.2	71.7	127.1	100.8	40.3	0.0	188.1	57.8	48.1	187.8	37.5
85.0	153.3	35.5	22.1	27.5	37.4	24.6	0.0	62.2	123.3	109.5	59.1
180.9	151.0	131.0	45.4	66.2	194.3	10.4	197.6	0.0	101.6	86.8	19.6
55.5	120.1	72.3	164.3	13.1	131.3	159.5	75.1	76.4	0.0	169.6	75.9
119.8	138.4	34.1	44.6	32.2	72.6	174.7	150.7	121.8	181.8	0.0	149.1
26.0	167.2	19.7	166.0	40.9	189.8	68.6	170.8	140.2	38.6	80.9	0.0
1	63863	2	10
2	71159	4	12
3	75764	3	5
4	59395	4	3
5	61240	3	12
6	35622	3	7
7	17507	4	2
8	18276	1	4
9	58324	1	6
10	59969	3	3
11	29306	3	4
12	57875	4	10
13	34422	4	9
14	39675	4	10
15	58407	4	2
16	32121	1	1
17	23449	3	12
18	44486	4	1
19	70799	4	5
20	22054	1	10
21	61237	1	2
22	45369	2	9
23	78644	2	9
24	42195	2	9
25	50440	3	10
26	19364	3	8
27	67295	4	7
28	76322	4	6
29	47474	4	4
30	59946	4	3
31	39027	2	3
1	863.8	1252.7	619926	456330	537315	775630	464778	501522	555021	822731	712410	492205	523610	495618
2	1007.4	183.5	651256	608832	586312	484608	451229	585472	512346	571730	803251	748097	434607	418144
3	1013.8	668.5	590911	409430	486650	899210	602853	410702	458802	532058	789464	654944	689595	365190
4	855.9	1427.2	481938	383688	533856	644836	660421	408963	603148	812033	642603	545231	608832	496203
5	1031.8	793.6	523533	663331	754095	620742	648496	537438	592395	696918	504188	673017	616102	499624
6	140.4	895.4	684721	512855	772787	683521	496452	545972	549207	579482	444386	395011	386526	373607
7	956.6	871.1	470501	491852	764803	825288	559074	510031	616090	700091	585752	672501	450004	573188
8	1498.2	824.7	698423	406009	408756	864307	391789	602783	781054	516896	522636	639602	584367	329840
9	759.2	574.5	513153	621186	504939	774673	587117	554136	501048	754427	856097	628432	615384	616701
10	600.3	659	630530	756294	414384	625325	634851	690577	662630	641421	516929	427352	661470	396892
1	763.4	343.7
2	105.9	772.4
3	723.6	738.7
4	1368.7	1096
1	824.8	1410.9	39736	0	45578	38503	25928	40233	48475	0	68176	0	26691	37880
2	956	394.8	71945	0	0	0	6890	0	19780	0	39774	32693	12084	37948
3	55.4	297.8	0	48193	27424	0	29910	24658	0	19997	19163	0	0	0
4	1390.1	141.7	49826	52192	0	23214	0	0	21822	38799	44597	62799	23765	48839
5	646.6	540.2	0	55082	0	63469	18228	58779	0	39121	0	0	0	21668
6	1044.3	1452	0	0	0	0	59295	30878	59134	0	0	0	37629	45823
7	225.7	954.9	45077	0	5558	18568	53217	34416	0	0	68260	44011	26328	58331
8	663.7	151.4	0	56583	27981	54407	16680	0	46049	36836	58686	8133	13646	0
9	102.5	1222.9	1462	43924	553	22972	39019	64214	0	0	52023	0	0	66767
10	169.6	1399.7	47001	0	0	74399	41519	0	55598	0	0	50160	0	46340
11	50.8	1319.3	46376	0	0	0	8019	67401	15898	0	20156	0	31250	0
12	190.8	47.5	24006	26614	74117	0	0	3325	51738	70100	0	62799	0	0
13	1463.7	7.6	36308	4428	0	36025	0	6378	0	57672	18405	18091	27492	0
14	942.2	1407.8	17782	70832	0	70426	9626	55874	52178	0	61285	60030	67124	71679
