# acfb92c5-d195-4c5b-b067-ceb446661d00
12	7	5	138	38
0.0	109.6	163.3	63.5	175.4	67.5	168.6	34.0	67.5	67.6	96.8	43.7
36.0	0.0	114.1	16.1	186.9	150.3	69.7	195.6	29.7	16.1	36.8	147.2
176.5	54.6	0.0	124.0	73.4	82.6	30.8	76.2	145.2	63.2	15.9	175.0
170.5	186.5	152.0	0.0	115.2	66.3	27.0	120.7	109.1	184.0	51.1	58.0
19.5	18.6	190.9	34.5	0.0	70.7	122.1	21.1	162.6	103.9	157.6	190.0
174.4	173.5	138.1	26.5	195.6	0.0	140.5	11.6	184.4	12.6	123.6	29.4
128.2	184.8	177.0	27.4	124.2	193.4	0.0	83.1	47.5	137.4	180.2	84.3
66.2	79.1	78.6	89.9	30.3	141.7	58.9	0.0	46.8	86.1	51.5	62.7
59.1	191.7	24.7	30.9	12.5	46.1	30.1	37.6	0.0	68.2	115.5	119.4
64.2	87.7	162.6	121.4	29.3	18.9	155.2	14.4	117.8	0.0	15.0	126.3
183.5	150.9	90.7	94.8	137.4	117.5	154.8	119.1	182.3	165.9	0.0	162.1
43.4	101.5	181.1	46.4	29.1	48.5	85.6	87.2	26.7	87.1	103.2	0.0
1	67250	1	3
2	65367	5	3
3	64735	1	10
4	18795	3	7
5	13098	3	11
6	66765	1	3
7	62878	4	2
8	26898	1	12
9	19205	4	10
10	34485	4	1
11	32653	5	7
12	11617	5	4
13	42886	3	9
14	15460	4	12
15	53290	4	2
16	11290	4	10
17	40557	1	6
18	69902	5	6
19	34011	4	2
20	21336	3	4
21	12476	2	5
22	60186	2	7
23	51563	1	7
24	17566	2	3
25	78649	5	7
26	64599	5	12
27	67660	3	11
28	74691	2	8
29	71962	2	11
30	59637	2	5
31	69715	3	7
32	22714	5	7
33	51095	2	1
34	15068	1	12
35	74791	3	9
36	20593	4	3
37	12962	4	7
38	53129	5	9
1	97.3	136.7	1.01059e+06	886972	718363	730107	803106	1.21394e+06	878725	959039	585292	584485	1.37853e+06	644758
2	1003.7	1477.7	740992	978810	1.16517e+06	1.20437e+06	1.35637e+06	689848	1.05523e+06	890754	961014	733423	1.33979e+06	1.00203e+06
3	887.8	972	832984	619308	1.06681e+06	1.01631e+06	778707	1.15324e+06	971844	1.01923e+06	894432	660556	868367	721275
4	549.4	961.5	1.23058e+06	1.1435e+06	764963	753840	935412	1.22006e+06	916562	913031	957305	672239	1.06575e+06	848214
5	543.8	1039.6	845007	918666	1.04298e+06	951221	938531	631721	925097	787963	961006	703709	864141	905600
6	385.2	939.9	1.07748e+06	631074	1.17732e+06	702079	878326	807163	718634	1.14807e+06	760262	656964	1.00464e+06	918067
7	829.2	252.8	861651	761668	1.0119e+06	1.03752e+06	892768	850123	741570	860627	640552	639248	1.17863e+06	735295
1	685.7	65.6
2	449.5	54.9
3	747.1	879.4
4	778.4	757.9
5	740.5	602.5
1	397.4	599.7	14693	36769	21567	0	58412	0	55212	60505	64976	16354	48731	0
2	603.4	771.1	30795	31090	17057	0	7017	3960	6059	44235	60611	7935	24529	0
3	1266	1180.4	0	61663	21970	47921	20269	0	13154	13817	47196	0	44267	41552
4	1437.7	29.5	57397	0	37591	18027	15911	26004	4738	0	48166	0	53460	56283
5	104.8	42.3	63319	54123	64609	0	0	0	31592	1202	16288	0	32747	23981
6	663.5	871.9	0	37025	0	57796	0	0	8468	21728	0	0	74648	0
7	1315.4	279.4	34852	38506	72888	29466	0	29386	0	5714	2507	0	65529	69309
8	542.4	102.1	47029	36914	0	45989	64520	29534	37193	0	10719	19321	38598	63731
9	812.2	1016.7	69421	0	0	50257	58551	22522	52431	10799	61646	0	45598	0
10	1426.2	1306.4	66178	0	0	8157	70557	64102	56433	57252	0	0	63957	13642
11	804.2	1472.6	14039	0	5150	0	39040	10984	40291	60982	46010	65300	62927	63720
12	398.3	746.6	3826	47834	24295	33272	38132	0	67642	47661	0	57322	0	54854
13	806.8	1277.2	4335	0	67326	22811	21340	0	27378	42136	21913	35450	27197	0
14	398.7	100.6	8904	5996	16526	61092	0	10710	65701	20691	0	0	25265	0
15	81.6	457	24974	0	24423	0	0	24453	25122	8117	31601	39174	21382	35966
16	328.5	218.9	0	6087	38680	6122	32677	70561	2462	0	4817	21436	7393	0
17	464.6	967.8	0	0	39475	74349	0	70310	0	56823	70929	28791	50513	41074
18	71.7	283.6	0	57887	7106	24373	53557	0	13300	0	0	3531	63672	57866
19	1048.2	422.8	48419	0	0	73534	50076	0	16167	33941	0	16751	71413	0
20	920.5	1034.7	0	15422	0	0	52235	32319	0	0	13710	70534	29002	0
21	546	649.3	0	58812	0	48952	53018	0	41321	0	0	0	64773	56663
22	1003.6	1017.5	11601	43836	33843	50566	20830	64410	27700	0	54094	20300	23614	66378
23	871.7	1398.4	26882	18056	68451	67280	71880	57807	0	0	72262	36988	45275	52165
24	1373.6	715.7	11123	0	35399	34294	56446	72933	0	0	28506	66407	51670	0
25	442.7	1360.6	0	0	71536	0	0	45326	31838	0	0	38523	31019	68441
26	373.4	1063.3	41865	0	39429	43734	34296	5686	73612	0	0	42466	0	28115
27	1361.3	347.5	48413	0	0	70380	23778	0	57152	0	0	28659	32232	0
28	858.5	844.2	64810	37011	38319	0	0	0	0	0	61142	0	0	46144
29	601.6	259.7	0	3125	44258	58319	69057	29281	36692	5702	0	52791	63578	16182
30	509.6	187.4	64632	0	22049	0	20639	48629	0	0	27861	65951	0	0
31	1181.1	890.4	71924	35538	45936	0	15700	0	0	14253	0	17134	0	53402
32	30.4	539.8	17394	33785	52730	45022	21738	46184	11470	10045	49163	0	35280	3635
33	842	772	0	50463	62055	63500	55452	65783	0	51497	0	2312	15148	0
34	358	256.7	8187	0	0	1311	49834	0	0	0	21277	65533	0	33300
35	253.1	1455.2	21544	8714	5687	0	46388	12716	46851	11990	35189	2219	30180	27524
36	567.5	970.6	61216	62574	12467	45610	37762	55727	0	13522	6064	59376	69320	55604
37	601.5	655.1	34784	0	17122	31579	40575	3982	64667	10193	0	10370	5283	0
38	1096.3	909.8	0	64795	2364	18802	62847	26630	17217	2687	0	37278	61790	7653
39	677	1480.8	39878	0	9902	31694	0	74972	45621	9248	40343	15998	6636	52459
40	932.3	498.4	72864	42056	0	18786	15898	33298	41697	43234	9264	0	28834	57992
41	1202.8	1388.4	0	46322	0	20283	0	71617	0	14416	40585	0	0	64874
42	186.3	273.3	26798	32294	32433	36044	25845	0	68137	29273	12376	39656	70763	0
43	1351.7	1224.3	18679	14380	24690	31993	0	2999	73115	0	41397	0	0	37164
44	1158.8	1163.7	65120	65755	34998	0	0	0	53587	0	0	71362	63194	0
45	200.4	772.4	0	1854	64656	43510	0	60489	9239	56742	48852	0	45354	67884
46	1040	756.8	23884	42563	1391	0	55426	30358	29009	19431	60471	0	0	0
47	911.9	874.3	39849	0	38971	52734	0	0	15022	34769	9494	0	0	0
48	93.6	1479.4	14625	0	0	71441	47545	30762	38295	23798	64158	0	11090	0
49	844.8	589.1	34623	48551	24162	63791	58761	18416	0	7011	29814	0	0	0
50	1376.2	1058.7	0	1870	9322	23670	47453	64477	0	69310	64339	4077	14760	0
51	438.5	185.7	0	0	0	58865	73105	0	0	0	44601	52848	60304	49792
52	488.6	1191.9	67072	17362	30176	62529	52777	0	26797	0	37189	0	0	10592
53	802.7	270.3	0	67920	39914	0	0	0	8174	51765	44279	51149	33345	58006
54	1200.3	84.9	37651	69681	5534	2873	47179	50624	0	0	0	4170	63463	0
55	1021.8	1462.4	28269	28051	8926	6356	41922	63955	0	0	6383	49136	10917	0
56	471.5	607.2	13695	69990	0	0	69830	10535	53441	70283	15892	74555	32574	0
57	253.6	328	40344	0	16820	2059	0	0	2145	44518	33448	0	0	0
58	407.1	1080.4	0	7442	0	11469	43996	0	74590	26784	52035	517	1625	26372
59	453.5	244.6	1332	64163	54419	43548	52175	73523	41732	40556	25532	37139	31486	21960
60	95.8	93.6	0	11603	70995	594	44879	0	21922	67627	0	0	35148	39496
61	816.8	59	0	46180	0	4174	9175	0	0	72056	0	0	2156	10382
62	915.1	529.7	46576	17061	5128	11130	44990	61696	0	62295	0	0	6705	64099
63	1460.7	1301.7	0	30541	29789	2101	71807	45605	69635	0	35124	69847	47012	42131
64	1247.2	281.2	12748	0	36383	16428	12314	32233	31652	0	33150	30821	25620	21867
65	168.7	261.3	42159	0	50523	66369	0	61614	3851	0	0	10028	0	32507
66	499.1	807.1	53171	46442	18992	10983	13826	17579	6737	20166	0	46112	39343	47937
