# 70bfc8a0-79ab-4383-93ab-6894962ea9e8
11	6	8	192	48
0.0	128.3	151.5	21.3	71.5	174.3	89.1	149.4	76.4	110.7	83.1
11.3	0.0	196.4	153.7	31.2	158.4	88.4	183.2	179.5	26.5	168.8
113.0	113.7	0.0	93.9	121.1	64.8	117.5	133.6	71.1	58.0	57.2
71.2	18.6	11.3	0.0	127.0	116.8	115.5	99.7	165.4	24.4	154.0
30.5	139.0	177.5	91.2	0.0	136.4	140.6	26.8	136.6	15.8	10.5
169.0	167.1	96.1	175.4	27.1	0.0	25.2	184.5	118.7	193.0	124.7
80.7	189.9	92.1	144.3	42.5	137.3	0.0	90.7	123.8	18.6	122.7
197.7	186.6	45.7	78.8	98.2	133.6	92.7	0.0	155.4	74.7	58.5
184.2	23.1	45.3	30.6	18.1	194.8	186.9	29.3	0.0	47.3	180.2
188.0	50.3	159.6	63.6	151.3	102.6	157.5	34.5	35.0	0.0	196.1
196.3	52.1	177.5	162.6	185.9	173.0	128.3	38.7	76.2	67.2	0.0
1	75155	5	10
2	31622	2	1
3	59367	1	10
4	59945	1	4
5	58255	3	10
6	52672	7	2
7	53177	2	2
8	76719	1	11
9	42975	1	6
10	72893	3	9
11	33274	3	3
12	45502	7	5
13	59896	8	2
14	67243	3	7
15	58709	6	11
16	35550	5	7
17	73229	7	3
18	70632	6	9
19	59719	7	2
20	21624	5	2
21	61077	6	2
22	42323	1	5
23	58080	7	6
24	18316	4	4
25	26747	2	11
26	70640	7	3
27	59044	8	8
28	73112	8	1
29	79227	6	7
30	52298	7	4
31	11180	8	11
32	28209	1	7
33	22417	6	3
34	76325	4	10
35	40259	4	5
36	10502	5	5
37	17942	8	7
38	53110	1	2
39	58653	6	4
40	65635	3	2
41	56127	6	1
42	36919	7	1
43	37999	7	6
44	13028	2	11
45	72695	4	7
46	72878	5	9
47	74980	6	2
48	12449	6	9
1	757	430	2063603	1727039	1158431	1166419	1550552	1035376	1096347	1175317	1710449	1283080	1992390
2	572	401	2132008	1759042	1128123	1874340	1350454	1316774	1949919	1677651	1823596	1973051	1902037
3	750	966	1361098	1684044	1455635	1343644	1432630	1946359	1342760	1608687	1695976	1843506	1187154
4	271	1388	1997569	1874802	1401968	1213039	1970504	1784259	1978475	1379036	1024269	1219451	1341416
5	1040	552	1650301	1159067	2043667	1943352	1635882	1911632	1671970	1302340	1742354	2014862	1147461
6	1369	968	1614638	1760178	1626341	1970196	1308485	1705763	1583649	1234086	1246105	1303501	1368761
1.0	205.0	50.2
2.0	920.3	141.9
3.0	1200.3	1380.7
4.0	1250.5	185.3
5.0	454.8	52.6
6.0	776.4	294.7
7.0	427.5	120.4
8.0	436.3	196.5
1	420	852	72720	38305	43708	65649	16723	18056	0	65092	45479	11304	67239
2	1045	769	4798	45023	50434	19720	0	0	2888	37983	0	20990	60091
3	924	976	63025	9996	57528	50657	41367	7518	17541	1233	0	59783	0
4	877	1017	66439	26810	43106	6150	73601	0	0	0	0	53881	55697
5	700	22	41017	57443	41886	18480	0	0	65119	70330	69040	40251	74552
6	545	1445	3879	18773	0	0	56670	36005	3348	23254	23978	12577	0
7	469	395	46027	20319	0	45841	23953	0	0	0	0	39522	60135
8	1250	697	26311	60195	0	11428	24197	0	0	13059	70676	67130	21611
9	1300	332	60278	8790	0	38393	72460	0	51586	0	63121	53287	27194
10	1147	79	29490	0	19100	0	66069	64580	48730	66786	36076	25747	63077
11	837	317	0	0	51920	0	12422	31364	36743	2619	48985	12736	72211
12	1464	739	44977	0	63945	25899	0	30834	9242	37378	0	64101	52027
13	1182	1246	66794	3007	13635	42248	0	0	0	71611	52680	0	0
14	291	1195	0	62507	31570	74100	68835	9092	57289	36904	21781	57997	21875
15	715	704	67789	40765	0	0	0	4116	67150	66539	9650	17167	39016
16	110	1480	5790	26553	9941	74805	0	66209	0	0	31076	63048	47612
17	985	455	0	66984	0	29947	26688	3195	52973	57720	51321	67385	0
18	788	546	0	6424	71462	16294	0	62191	0	46181	0	20958	32107
19	619	708	0	22185	0	0	53581	0	26095	3578	15135	41729	53730
20	82	1346	55434	0	0	68879	0	44399	55172	0	6543	0	0
21	727	911	1739	49192	14426	0	0	65460	20673	74147	9018	72498	0
22	830	87	41097	0	16036	0	49597	38632	0	12423	36103	0	33001
23	534	273	0	38333	8378	29794	37273	54401	27711	12467	65498	20389	68692
24	841	530	66083	71957	0	0	23111	53289	0	65248	53167	0	40120
25	839	37	14286	0	0	0	57713	53448	59603	33519	20413	62263	0
26	311	770	16776	0	40269	42338	0	0	0	29047	28364	21688	11747
27	880	755	52958	28353	0	66415	31419	0	0	35405	0	53176	43573
28	1465	1045	28512	36767	0	60597	69078	6044	36159	45698	74416	0	0
29	952	1206	62619	23868	8084	20483	0	42679	42244	72478	59985	0	44019
30	810	691	2083	29487	64978	0	40487	32663	31160	0	0	0	56546
31	265	1140	30394	9445	0	22561	0	0	24304	51924	3863	43464	1739
32	303	191	0	45838	20388	36184	0	72782	0	71539	22440	0	48427
33	954	515	0	0	25457	0	8520	51151	30435	0	72707	0	0
34	1352	1283	70421	0	71912	6468	0	20799	24031	46255	0	0	29504
35	1284	450	0	48463	0	46222	19628	0	10678	33323	31015	18516	40166
36	306	1365	0	20964	61416	19055	0	30258	12033	33668	64317	42396	57785
37	460	1115	33175	62140	51035	35587	26358	22180	69770	19469	0	20512	4474
38	757	709	47375	44933	0	2651	70106	47457	52703	23439	0	64971	2125
39	1360	687	55763	73574	13124	0	0	0	0	21666	25493	64418	58322
40	1158	1100	10664	0	34612	50507	6439	39649	50931	26393	18840	0	54838
41	368	20	53122	6618	36982	64373	71232	0	67856	0	30535	0	16606
42	639	770	50272	53501	36484	0	42172	0	0	53898	67582	36105	53672
43	267	1417	0	48177	8398	53506	67791	15613	70458	69125	36009	0	42296
44	1127	782	0	0	52355	36206	40877	75000	14515	0	59079	53503	0
45	435	1390	59816	16136	0	67926	60784	0	0	0	19843	66537	0
46	1155	408	66417	48106	33321	21541	0	68844	0	58208	45983	42644	16416
47	1124	1391	9794	0	13986	33734	15606	4659	54739	0	0	0	20168
48	1204	502	45141	66834	74348	48928	0	25107	0	64569	745	68342	0
49	228	1463	0	14555	62410	33731	17380	0	0	57793	7423	69476	57466
50	175	363	0	43768	9279	0	27111	0	18277	0	0	61301	0
51	707	632	34645	59980	0	0	24259	44566	7779	30448	0	59123	60779
52	4	643	5375	37915	59072	47180	3788	65662	41518	8023	45590	19975	0
53	299	1410	51600	43176	0	26315	43555	41972	0	19203	0	19042	0
54	469	854	0	0	2873	0	18526	10725	33250	6852	11429	56696	0
55	343	1165	0	0	53360	72820	23740	68139	8979	0	0	9550	0
56	262	922	0	61927	57578	0	20732	0	0	22523	0	35534	0
57	261	1005	46952	0	54447	53472	10616	13463	0	3048	34977	41135	43564
58	552	372	53694	7612	0	54406	59030	45299	34782	3832	67353	48303	73373
59	1259	406	1611	4592	62642	23696	0	25979	74152	62483	53006	39003	66282
60	1311	1079	73904	0	55012	0	33991	0	31183	54642	4764	0	62831
61	1399	1076	49284	0	62280	56872	0	51645	0	50012	0	51657	0
62	147	1320	67568	13670	28287	0	51336	51886	52985	69886	0	54624	19410
63	798	752	18461	24289	7521	0	36311	0	29704	72382	2313	70313	53830
64	747	28	4705	57959	55293	40810	57509	0	47900	65083	13427	65414	74112
65	290	871	64117	0	17727	54258	42857	65655	0	0	30198	0	22869
66	618	1208	7018	48713	11828	0	28392	3717	63582	0	903	26412	12463
67	1230	890	33743	34179	48326	23489	28563	48777	0	0	32676	50182	61974
68	515	1248	0	42802	12329	0	4958	4583	32510	30698	62968	64066	21521
69	899	595	50493	37952	63318	55215	38319	57561	0	35340	0	49498	10361
70	1010	605	22497	3842	0	0	0	34955	0	29663	11339	0	0
71	518	608	47225	0	58791	0	0	0	6070	0	24761	24159	19128
72	1289	810	0	9320	39070	51870	24810	7330	53354	24581	0	0	58261
73	757	801	0	51956	0	19490	30545	6655	511	30897	0	13851	22817
74	15	1074	0	20982	56181	0	0	34712	36538	65911	18794	17224	67480
75	1308	1213	0	48740	62334	56720	46203	74371	26260	0	71718	11313	1037
76	1493	72	44920	74493	63207	13382	0	10061	33662	0	42344	9475	71065
77	609	813	40557	0	42433	34779	25035	36938	47978	0	0	29812	18565
78	975	1403	0	0	60843	62321	10484	61237	19775	64010	0	0	60909
79	850	743	52068	0	0	5429	55782	0	0	0	16771	32979	32135
80	1272	344	0	23651	59147	0	74676	0	50058	28487	0	74237	1923
81	322	161	42404	54535	2478	35657	0	53047	0	0	4089	53642	56736
82	162	1459	23413	0	2093	28133	70762	0	45805	0	39164	0	0
83	556	80	9159	46890	36732	28133	6999	0	18221	34061	9090	62841	17796
84	682	600	13622	72389	48217	20770	11610	52704	0	0	58760	7457	0
85	73	947	27642	8105	4471	5790	0	0	9353	0	33774	15694	72078
86	1124	1380	26800	0	59925	0	0	0	31912	37761	0	17843	0
87	361	25	74230	0	44614	0	29865	47801	0	31197	16425	36155	29205
88	1005	1208	0	29000	59135	0	49521	14065	0	68536	3385	0	0
89	126	1353	0	37003	61050	0	0	60793	52428	0	47452	0	72262
90	144	10	0	0	40001	17109	0	0	27697	0	3727	74124	0
91	67	1434	35812	2461	10899	54605	14806	31157	0	3027	0	48278	55835
92	552	865	70289	39402	0	0	0	36997	20698	21582	0	38413	65422
93	187	398	13571	29754	56673	21870	0	0	58601	0	18111	0	38620
94	1369	759	12421	14574	52800	0	0	2968	25554	40691	21178	0	0
95	984	1442	0	5408	3603	0	56773	8899	69593	0	0	3335	0
96	590	1239	33259	2672	9796	33289	0	0	2553	35563	28131	0	37829
97	1248	195	0	58585	34727	61813	25832	0	53459	0	20884	41120	6775
98	906	1466	14785	36340	0	74920	4936	54362	46474	17765	33046	20883	0
99	1399	700	30184	41837	66080	35481	8007	0	19789	72774	24088	35473	54796
100	1116	624	50712	20861	21015	9899	63229	44462	51802	65018	48573	74563	21274
101	170	1486	31374	25080	0	0	71852	0	44759	66528	57433	25688	0
102	1343	222	41887	0	73056	39585	46780	20377	49563	7929	23074	3771	0
103	401	476	0	0	0	55782	13852	48426	67966	0	23915	0	0
104	284	1466	0	0	69155	0	45648	44527	16531	0	37923	56778	0
105	960	218	69087	0	0	0	0	31698	39818	56467	65835	74453	0
106	279	834	73051	0	0	63711	26931	44901	25189	27529	6836	9967	25972
107	581	935	44068	2774	39345	63823	47162	0	0	51356	0	0	24746
108	1190	928	0	74659	0	50798	40477	0	47082	0	74197	6294	23301
109	1243	798	68121	0	52567	6002	28227	0	34939	56338	22189	56845	68943
110	287	1382	0	71562	46960	37545	62531	66902	0	0	24855	33020	38960
111	48	953	6222	0	0	68544	71929	67244	0	0	67344	0	0
112	1137	568	52133	26307	59121	0	44900	72315	8677	9708	0	0	0
113	873	744	46360	13492	60240	10834	54764	0	38938	0	0	37508	68951
114	1355	140	35583	26872	0	0	27336	12774	0	36421	45000	22708	0
115	781	990	73944	14495	0	40577	0	35559	13140	56998	0	30050	35830
116	995	663	22522	0	0	7909	19700	32204	47895	25927	45350	0	16326
117	131	519	7140	16095	29556	0	43431	0	64856	28844	36016	31424	5756
118	1263	166	46747	20627	49527	70914	7187	0	67200	14337	0	4029	26936
119	1029	618	0	62560	64887	34777	12350	0	0	22185	70875	39910	48955
120	613	1070	60046	38291	23005	14348	1711	72990	0	19571	37491	0	0
121	958	471	3166	66620	28973	0	48907	59736	12530	59709	49421	59611	15747
122	327	615	1915	66873	15046	9422	12045	0	4211	29702	7048	0	65460
123	1388	1044	71049	13104	0	0	0	61203	0	62680	0	0	23418
124	397	1348	0	1842	56150	0	55731	0	0	0	0	0	58512
125	753	527	34647	0	47396	66867	25645	8005	46467	26515	0	0	0
126	1132	975	66640	14580	25520	10172	797	63078	66404	51808	23458	0	68536
127	1036	287	60927	0	51025	37491	11833	0	0	42893	0	5696	52899
128	804	813	0	3899	67284	38703	5246	68106	30175	18319	0	5528	0
129	364	1207	0	0	14045	26722	22276	707	60886	0	72928	72280	71412
130	780	508	54534	7897	69592	0	12393	23303	58619	62513	0	67653	33171
131	1011	653	57595	38052	0	19706	52679	2838	55764	33006	23701	0	67189
132	1179	1042	43185	39171	56400	30508	50196	0	38770	0	15949	24594	4833
133	23	265	25721	30834	35385	4783	30887	53422	0	38152	71429	46404	0
134	634	734	0	44645	0	17953	34989	49098	54383	65685	59166	36731	0
135	552	1048	67723	0	18101	46998	64314	8074	21191	0	39369	72467	74438
136	507	993	67014	21137	22244	71176	30671	15899	15176	17029	50416	28700	9883
137	11	1378	50918	31472	0	44741	0	17119	55740	71594	35898	22148	62587
138	572	1128	64068	0	69171	67866	63289	18913	889	54081	38880	49174	17663
139	1072	787	9840	46277	42811	69685	2067	53281	37128	0	3975	74403	64409
140	579	134	42518	25541	0	12820	55902	0	61653	0	0	68431	16284
141	177	1138	0	61539	6224	0	0	31652	9498	0	45554	53660	12272
142	679	1139	0	0	0	60089	70127	0	8174	20700	68753	68800	27221
143	1338	92	0	68855	3319	61265	36913	53142	42998	36214	0	64739	12226
144	1246	488	51571	14098	11753	64430	0	36083	0	52453	37194	20874	60100
145	1062	556	55481	45947	0	73431	31496	0	32807	0	59558	24587	0
146	1479	482	0	12653	0	57159	0	0	23636	42101	68172	9669	0
147	169	729	8379	62847	68237	30870	26713	20303	0	39332	39297	72726	60386
148	1137	632	0	0	0	0	34302	55791	0	0	8410	50317	68135
149	1492	1489	36663	70016	47989	74233	40751	0	978	63244	0	53742	12619
150	183	493	68821	0	0	8515	50231	31857	12830	45598	8688	55080	54792
151	254	1205	0	8996	41333	73055	71259	55018	0	0	0	23773	0
152	799	602	55086	4922	65557	0	43498	0	0	43149	0	0	33855
153	928	66	0	4625	30378	23063	29765	61414	0	21238	0	0	46128
154	338	463	19727	8574	0	38900	50913	49756	74239	4901	0	0	29921
155	331	458	0	33912	16260	0	21621	36235	4546	9140	49811	9824	0
156	189	981	0	64210	40332	31977	22663	68289	0	27639	11885	33505	47072
157	1426	463	0	0	0	22271	28305	9333	14486	48535	73259	4226	0
158	581	143	54407	57383	0	0	18206	69788	20214	42811	52144	48431	0
159	988	1022	16964	68339	0	0	44889	59636	73172	12891	26383	6759	73127
160	392	1448	15172	59402	21855	0	42987	0	26507	0	21744	2271	0
161	1022	1303	55775	23423	0	62046	26994	36533	59820	34755	0	50629	7375
162	1459	851	14779	33879	65487	0	38011	42548	0	54306	40490	7444	18031
163	1102	165	26686	72616	68214	0	41053	20586	59336	34719	14607	33704	8894
164	1012	1194	31467	66977	74345	23739	0	41232	45973	0	12212	56981	57463
165	194	646	45560	45278	25365	7533	9376	38589	43617	18508	37596	0	52540
166	730	1415	6295	0	53517	57299	43241	32963	34794	36466	25297	0	2811
167	984	1217	0	29601	0	0	0	7495	60470	20942	66619	21051	48193
168	19	1372	2273	43627	1949	31806	4451	74433	39831	68943	25001	58408	5737
169	907	605	70495	30240	64854	24893	0	37872	0	0	21209	74404	58172
170	40	908	13435	23750	27115	74879	12097	0	30288	8992	0	38336	0
171	1229	1176	55358	0	0	40307	31434	69518	69390	54432	0	0	47734
172	540	7	57858	0	0	28222	12112	17297	46778	22237	0	42247	0
173	1269	1395	0	49455	25364	2663	0	0	36042	0	6242	16158	0
174	1007	1428	44489	0	54566	61902	0	0	0	0	48893	0	46747
175	313	1214	0	0	0	55300	73856	0	17440	0	0	43437	22665
176	526	777	34833	0	0	0	0	25957	16548	10580	38128	17719	53567
177	1307	414	15985	0	34167	0	0	41271	68633	0	9175	43165	43400
178	511	5	66402	0	60624	2917	59165	17541	71407	16236	63942	8613	0
179	1124	270	68276	39293	26962	0	2704	0	32750	0	0	55108	42503
180	981	1224	17425	34520	53585	42223	35837	12413	0	0	0	0	57219
181	78	1292	0	8321	16525	37628	15951	64349	0	55768	36667	16231	56521
182	485	90	50368	52640	23392	66489	14235	32429	38429	39130	72060	0	0
183	1469	1115	59181	74983	0	0	35577	0	4109	8492	58500	23000	62200
184	605	1486	63388	68220	28317	59941	0	0	0	68323	0	27630	0
185	720	179	0	52960	24704	34191	0	0	68892	8373	6973	989	70418
186	124	710	24372	0	39235	7355	41554	72886	46523	0	0	0	46251
187	13	1343	0	0	0	0	0	15955	0	0	0	64484	0
188	1050	822	19775	48637	39365	57789	68342	44124	46833	42877	70981	28082	0
189	933	1203	72071	31050	4584	44478	25569	49196	71345	0	63978	61492	0
190	303	284	20155	8606	11271	0	24092	38690	0	30980	32712	60917	0
191	1498	1356	43033	33950	8092	0	52539	27751	3729	2827	29889	23599	0
192	493	291	25898	0	0	57189	0	60579	0	51017	0	0	0
