# bbb43990-8e15-4514-97c0-22e61cf311c3
10	7	7	186	30
0.0	19.9	118.2	57.6	15.9	155.9	78.6	63.0	103.6	51.1
48.7	0.0	82.3	102.8	76.5	42.2	13.9	83.1	78.7	24.4
22.9	58.4	0.0	96.2	192.9	170.1	36.1	78.5	34.2	162.8
44.9	107.9	100.9	0.0	121.9	121.6	174.4	85.0	121.5	118.8
55.8	147.4	44.2	172.7	0.0	158.7	25.2	66.0	16.7	174.1
37.6	11.4	42.9	122.8	180.1	0.0	96.7	182.7	146.8	91.3
76.5	191.2	16.6	45.0	184.2	79.6	0.0	87.6	47.0	190.9
116.9	33.4	93.5	152.1	88.8	39.7	116.4	0.0	108.6	182.1
119.9	144.3	170.8	28.1	183.8	10.4	149.3	143.2	0.0	37.1
141.6	96.2	106.5	80.6	138.2	169.9	85.9	199.1	97.1	0.0
1	16644	2	4
2	59745	7	5
3	36094	1	8
4	73937	2	1
5	42830	6	1
6	75163	7	9
7	48533	1	9
8	25729	3	6
9	41059	2	7
10	37712	7	5
11	79850	2	8
12	71944	6	10
13	60133	7	5
14	67541	4	9
15	67740	7	6
16	65954	3	1
17	59440	1	9
18	38719	1	7
19	27625	1	4
20	70212	7	4
21	78789	1	1
22	55318	1	4
23	59469	2	2
24	21229	4	5
25	11899	4	4
26	10836	6	4
27	77896	3	8
28	45625	6	8
29	27879	3	1
30	43907	1	7
1	406	1178	1518349	1267077	1354870	1177612	1276947	1506210	1425612	947669	1389612	1258804
2	110	1074	1395728	1612568	1354272	1736493	1625598	930162	1560608	1051034	1095833	1271925
3	1021	1329	1085975	1297881	1245532	1610707	1615971	1561654	922164	847103	815342	1458552
4	1125	932	1328920	1605923	1341535	1504159	1401526	1562723	1478225	1256181	1095799	909817
5	759	204	928399	1663721	1108357	1506506	1372308	1406271	978183	795586	1534273	1352316
6	980	1314	1588640	1548934	1537247	1509213	1468488	852734	952881	829704	910467	797472
7	1353	978	1440520	1183396	1537597	1241061	1024466	997268	981597	1127961	1110587	1012548
1.0	149.8	1046.8
2.0	586.4	1204.2
3.0	1051.6	1025.8
4.0	747.4	54.5
5.0	732.4	317.7
6.0	693.3	1429.6
7.0	1285.5	862.0
1	1417	658	0	64702	46811	17010	2531	38312	10703	0	55214	0
2	1420	596	0	23775	6526	69631	63657	6880	32820	39553	47944	42706
3	141	1260	13938	52654	73406	18855	2490	53856	52205	17531	40018	25171
4	857	746	0	40225	39713	30094	8779	32564	9723	12373	29840	45519
5	1443	645	0	3369	9676	71886	46005	1852	21554	54498	66347	53238
6	71	1063	51793	41669	0	0	0	34849	73071	0	0	21829
7	882	201	48328	0	63985	12891	34183	0	0	0	6605	47237
8	843	1161	5145	0	58667	46738	67058	0	10639	0	0	25987
9	356	838	30257	0	35759	0	35362	7331	0	12564	10991	0
10	995	1172	6221	58688	14772	55850	4476	22952	40397	29782	0	59965
11	395	816	0	52324	0	49937	33720	0	69593	53428	0	61478
12	340	198	34706	9008	0	3340	64805	35887	30876	7871	0	68028
13	1432	132	70757	0	13064	0	59772	18871	27945	16083	0	15295
14	1299	1248	16057	15966	38855	38212	15803	0	1820	0	43469	6154
15	946	1360	61138	33848	1368	60137	6550	51741	41095	28665	0	48299
16	1414	1269	26647	0	33076	36239	18616	0	0	0	65035	8804
17	592	1475	33337	13209	0	0	8657	45420	0	67657	52219	73328
18	1209	1487	7146	49876	23065	44258	56975	72622	0	0	39679	51552
19	408	194	42142	57988	38400	0	0	5047	71295	6421	0	63984
20	835	322	64819	0	9987	0	0	0	0	46797	46959	0
21	792	1283	2503	29290	65997	67324	73957	0	22403	0	0	58104
22	444	636	30859	31242	53436	56191	32879	13116	2778	0	24858	0
23	558	598	35881	58129	45260	16666	58575	1847	33855	64754	4583	58444
24	112	1224	61619	29487	67816	0	42466	0	37131	0	47394	4575
25	1399	774	0	0	20746	64011	11977	57367	0	25899	0	24107
26	599	1283	0	0	8083	42963	18976	23468	0	13073	25918	58155
27	1118	186	34055	59976	0	50432	66931	55771	52424	51957	0	0
28	1380	1385	37772	18693	0	72866	0	0	41907	6896	1424	17345
29	814	352	22679	0	0	43268	5577	38430	29159	0	0	0
30	567	430	26680	26438	71609	46811	16497	74498	30003	0	26963	0
31	653	278	41329	47239	20911	16256	33334	45107	15333	0	60249	42501
32	830	293	69894	0	66420	31137	0	56725	16107	0	16311	0
33	726	71	0	10107	70696	48748	48420	0	47047	23923	29592	4571
34	232	1480	5412	19817	18131	22145	0	55470	0	29632	0	0
35	1030	851	9434	68846	72175	38216	56803	20090	9816	0	46702	70669
36	1490	1366	7124	19608	59154	8261	27994	1779	0	0	0	0
37	1380	1215	0	0	0	10240	0	33276	60663	0	0	0
38	1269	1429	4766	63981	0	50126	51780	37001	0	42538	36286	0
39	86	1449	14418	72832	38314	0	60160	72607	0	30031	4024	0
40	266	272	66966	55435	24120	0	73161	0	0	73978	37160	2807
41	49	997	0	28077	44896	55550	0	42483	37531	19977	0	16257
42	899	854	12203	0	0	6835	3142	4119	63313	0	28145	71794
43	371	842	39401	71507	45955	0	42286	5324	53843	18535	68835	41080
44	697	509	0	0	0	0	66912	56742	60428	0	28670	0
45	1383	1483	5107	0	60634	0	26069	0	0	0	50440	5524
46	1188	485	1552	39673	63407	55029	74607	0	3504	4486	25673	37503
47	289	181	16699	59665	65006	64559	0	6489	38152	43885	72934	0
48	1418	562	31193	55389	0	63422	30071	19075	59138	52284	0	56951
49	33	1167	65089	21073	40677	63973	71772	37676	0	9719	0	0
50	1391	569	0	0	6972	71955	8739	26703	0	23808	57022	29236
51	580	725	16109	0	22754	0	26785	15432	29649	0	43099	32638
52	784	1108	37410	18477	0	36986	20243	0	54960	12820	0	0
53	891	1479	28841	0	17001	29083	73892	20047	0	41111	13828	32553
54	89	581	47680	0	68406	0	0	56928	0	67515	0	17470
55	182	776	34297	62400	34796	20939	55272	0	16752	27578	30455	72939
56	698	828	56775	14022	0	0	56923	0	65162	0	65904	54445
57	1141	1063	5748	46789	61265	59338	0	3765	35693	8563	0	0
58	1005	561	46280	0	69355	2582	60309	33571	0	1731	21550	6101
59	747	1244	30236	15158	38224	66755	0	72000	0	7711	19542	0
60	296	971	20148	0	0	26327	71892	57695	64691	0	74325	41409
61	933	1278	33519	0	0	67021	45112	36646	61686	11079	66734	21982
62	675	1281	21206	52182	0	0	36276	15115	5141	0	10063	72249
63	505	587	66503	68997	0	15903	17701	20516	0	16370	0	2025
64	505	1087	38347	17986	17381	22069	11026	40031	788	57817	1632	21377
65	481	1126	28681	25538	0	0	27122	0	21443	0	41323	18763
66	1207	1039	27659	0	47162	1863	0	29423	0	38313	38716	56042
67	65	580	54140	0	0	73003	39785	60234	52776	0	29871	65417
68	1250	1050	0	44787	29746	0	0	35324	73787	44617	0	46284
69	1267	255	0	21163	0	45027	17749	0	74527	0	10082	5285
70	384	1176	24773	66918	0	0	53238	20732	23549	36158	64297	1669
71	462	989	28272	51518	1725	0	14232	36435	53559	55683	0	0
72	1357	324	10767	0	18622	15272	42588	41982	0	0	25413	29769
73	1100	846	52040	29245	0	24717	32825	67976	0	62502	32379	0
74	320	765	25651	71609	35445	0	16976	65170	0	50012	9956	0
75	529	1172	46368	72312	23608	0	35647	48775	56874	8213	37404	70199
76	872	84	30115	0	0	0	0	21073	4145	17480	17147	71508
77	146	1165	0	0	64964	33027	33213	65335	4931	0	73855	0
78	1089	940	42555	6624	63006	21160	19787	15427	29321	31092	10461	68338
79	1120	1208	55774	0	63750	0	57167	0	17512	0	0	39437
80	1461	1126	0	64787	8003	74590	0	44827	0	35826	0	0
81	72	431	0	34092	0	0	0	68385	71195	0	60949	15762
82	401	639	0	60094	0	0	813	0	66755	57454	0	13454
83	181	530	0	0	0	21441	15556	34590	0	0	8051	28825
84	1402	987	18771	0	56971	38801	36788	0	0	0	0	0
85	406	130	19304	0	55457	44426	2978	18899	30291	46372	18102	0
86	569	1321	4415	58446	0	53617	0	0	31884	51835	0	33660
87	587	77	44584	33547	25835	8723	34105	17648	31431	31584	0	26534
88	1490	1092	15194	0	0	52458	0	34641	55258	64809	3841	0
89	1094	778	32910	12801	12082	4153	0	0	0	7088	41742	0
90	1278	1089	5733	48587	66575	43009	69732	40834	17368	38490	31436	60450
91	1484	1049	64326	0	0	68269	58155	48609	0	20619	7814	0
92	1291	680	0	19091	0	68667	47423	13848	61165	0	64821	41224
93	517	712	40611	36715	68131	9444	46516	49263	42981	54826	64154	32100
94	798	1189	0	0	3131	67443	71310	46738	68396	58028	7401	0
95	1146	1107	0	46072	54507	0	0	68131	5672	0	9470	17013
96	619	1412	0	22059	0	17160	0	48510	50889	4973	74934	0
97	415	1048	68029	0	55356	8203	31880	0	7413	0	0	797
98	563	962	65197	56108	0	32674	49701	1737	40409	30019	35460	8819
99	984	740	65959	0	42553	0	25956	65169	48430	43245	74055	70267
100	727	578	49101	0	0	57605	67287	67607	49322	0	59409	0
101	79	45	35439	0	11725	8780	17004	39410	45305	26025	0	0
102	1396	419	0	11688	42247	19231	38694	0	15825	16361	17802	68743
103	533	1098	3041	21725	0	50320	0	56630	48641	0	59257	64808
104	1366	1352	33959	31945	69848	45595	12297	0	0	46116	42104	23918
105	414	1188	0	67536	74991	68802	66776	9771	48431	0	51837	9934
106	671	1083	56189	39234	55470	55377	6734	0	51487	13315	72053	9258
107	980	1366	7090	34715	41186	61892	74857	0	4139	50885	58028	0
108	1471	1417	11977	48582	0	62981	0	10384	56558	22945	0	0
109	128	764	1088	0	4804	27262	61157	48809	43779	39975	4793	32858
110	559	1020	0	12155	0	4321	74894	59936	68691	3096	23896	30226
111	734	1172	2775	34220	15664	0	0	17630	67570	0	0	0
112	1468	386	52054	20904	0	0	62161	5653	17079	54800	1884	7284
113	109	205	23574	53559	0	0	23696	2569	0	66549	0	33571
114	604	440	28791	0	10364	72309	47690	9139	0	51215	0	0
115	308	1458	0	67267	0	4968	59287	1511	0	19034	0	10871
116	516	180	40369	67916	0	49443	5227	2063	38696	0	22417	985
117	246	938	17566	70007	74146	14009	3261	55580	32310	0	47995	30629
118	188	1383	60249	44925	27205	26667	24493	0	44297	0	0	20469
119	632	156	74496	0	68244	0	1933	36391	24222	14353	1683	0
120	963	463	14560	56372	62627	19091	27736	0	70634	0	42120	45146
121	454	567	0	0	42588	41499	17636	31013	1194	0	6733	7923
122	1056	32	17227	64321	68715	29704	9317	27081	41101	0	0	0
123	714	1471	5622	0	3051	26760	0	42202	0	9709	24875	0
124	1283	315	36755	25883	0	0	39180	0	0	0	0	0
125	1310	936	46084	62523	0	70567	0	57276	64183	0	48580	32281
126	1189	206	29691	45396	70771	13129	68200	22946	0	0	63221	53145
127	1075	1486	1717	18871	3112	0	26396	0	0	74535	7955	14405
128	254	1087	74847	67124	55351	0	35705	0	0	3047	13473	6255
129	225	551	40649	20863	34346	0	61368	69523	0	46718	4267	0
130	560	405	45931	39436	73804	0	48192	0	29257	0	38079	12392
131	974	668	36731	18189	42850	10027	0	22609	0	0	629	26632
132	1037	754	56745	0	63353	43087	62278	19113	69007	0	55307	41135
133	1111	597	18642	5672	33507	61274	17516	66500	38955	62550	0	0
134	1054	810	68139	43763	12891	0	67801	72366	0	64833	0	58673
135	148	1324	50000	72028	0	0	5950	67393	0	0	37607	0
136	905	1318	0	0	21662	65932	20484	8923	32343	7030	0	54706
137	55	966	7678	1603	0	73345	24650	4990	38648	37615	13358	46953
138	821	913	27859	42995	49190	0	22197	10626	58333	17362	33103	35895
139	1448	254	0	64802	40561	0	53744	34926	28320	0	67252	69582
140	835	148	54821	67513	5806	20640	9485	48458	52490	41565	72912	25073
141	1197	766	69529	0	0	22445	0	13516	5862	0	0	74905
142	655	537	48673	68496	62706	0	0	5977	0	0	67903	28396
143	407	805	0	0	0	74717	35197	69837	57803	51398	14279	31192
144	1293	333	55253	21406	51651	0	21550	0	0	70987	47461	58423
145	134	504	68156	0	19736	40318	0	0	17759	66923	27457	0
146	1490	964	39567	15360	0	0	46821	69487	0	0	58017	0
147	101	1386	0	52151	48300	0	0	22804	4866	63444	0	47243
148	666	1336	58006	0	0	40963	38156	63259	6431	5741	0	0
149	31	346	63996	0	16248	0	39977	0	0	16412	62747	0
150	860	713	70028	0	10423	41022	69736	43991	0	46099	41141	0
151	1241	768	39494	0	66986	51511	63186	14559	50395	28450	52333	33129
152	9	1404	14239	67525	32991	17428	54593	68875	35550	63232	46787	0
153	855	1123	18901	0	49687	9394	0	64215	55985	23353	0	7813
154	55	844	41367	46153	21172	0	0	4666	0	13119	46810	952
155	578	1383	44460	0	2673	53247	74534	0	1005	7608	43716	899
156	734	916	60578	21602	0	58713	0	0	50788	52843	9420	24995
157	123	775	49079	41850	18604	23793	46588	0	19134	30997	6632	59192
158	1085	197	0	32526	64660	31279	65992	61627	7641	0	0	0
159	1348	1374	0	42363	0	52661	0	65150	0	61877	0	73457
160	272	558	15488	0	0	10618	14564	68881	0	62253	71002	0
161	898	1323	16192	69196	66227	3360	0	41510	1360	29515	0	28925
162	1050	275	34922	65545	35046	0	41145	0	56202	0	29920	28043
163	632	1197	0	0	0	63910	8313	31806	33093	64943	20273	5174
164	579	806	0	0	0	7957	0	70664	14779	7986	17720	24431
165	1460	585	49037	0	0	71726	50038	64650	729	55522	5673	42233
166	868	570	38661	56797	28635	42088	46308	6638	48555	0	0	34120
167	485	768	46561	8506	70950	18476	23779	35964	0	40674	59107	15481
168	470	709	62277	0	63292	72373	0	7200	1345	32817	32398	0
169	844	140	19092	51406	58256	55314	34999	0	0	73911	0	27075
170	178	1132	69102	21936	0	63141	18320	0	63544	55997	35300	0
171	1241	1347	0	37965	16314	45627	0	0	0	30098	0	0
