# 10ffd930-a382-4a23-9a53-bb1d795ff485
10	8	8	176	31
0.0	194.9	164.5	19.0	93.0	41.5	140.1	19.2	128.1	97.3
199.5	0.0	80.9	125.3	44.4	105.7	51.0	65.9	26.5	81.4
12.8	70.6	0.0	75.1	48.1	24.5	191.0	160.7	34.6	31.2
131.3	152.8	161.7	0.0	182.8	108.1	19.8	164.9	182.9	11.4
125.7	12.9	58.9	132.1	0.0	159.0	177.3	38.9	143.8	12.3
146.8	38.9	10.6	135.1	28.5	0.0	24.3	64.2	99.3	32.4
70.0	51.1	130.6	112.3	180.1	140.9	0.0	177.7	21.0	128.9
39.9	186.2	21.1	106.7	33.0	92.7	164.4	0.0	44.9	126.1
53.7	97.0	71.3	159.9	26.9	39.4	162.2	111.7	0.0	103.1
31.7	37.5	17.7	126.0	172.7	121.0	33.8	79.9	132.3	0.0
1	10696	4	8
2	42848	6	4
3	73846	2	1
4	38528	8	1
5	26449	5	5
6	43973	1	6
7	40480	2	6
8	35730	4	8
9	38244	4	5
10	37979	6	1
11	31785	3	5
12	59128	1	10
13	33603	3	10
14	70047	4	1
15	70998	1	9
16	17359	7	4
17	74075	2	5
18	53680	2	7
19	26033	7	2
20	15831	8	1
21	18256	4	1
22	60994	2	9
23	37439	2	3
24	44100	4	5
25	19869	4	6
26	49886	1	2
27	75584	1	6
28	46993	8	2
29	74441	2	7
30	38137	6	3
31	29858	5	6
1	673.1	258.6	1.14704e+06	730967	1.36331e+06	1.02182e+06	891883	813372	947412	922038	736367	749056
2	475	502.3	1.27872e+06	761573	1.07103e+06	608638	1.27112e+06	898821	782417	1.30724e+06	912676	704216
3	90.3	144.5	1.35592e+06	883027	893776	1.0743e+06	697368	1.19525e+06	731527	690718	1.2148e+06	885012
4	630.8	411.7	1.37238e+06	862826	1.14582e+06	876800	964251	1.11346e+06	946772	1.29227e+06	955320	974996
5	57	974.2	870496	935530	1.05567e+06	621384	825306	947614	1.1991e+06	685195	1.19795e+06	1.30633e+06
6	132.6	445.2	1.01172e+06	1.07887e+06	1.09305e+06	620377	951400	947049	739206	1.18034e+06	789232	1.02352e+06
7	1345.3	82.3	1.40208e+06	1.04867e+06	1.34974e+06	1.0515e+06	920442	1.11099e+06	1.18632e+06	985713	862201	1.08368e+06
8	1336.8	656.5	767267	1.02468e+06	1.11247e+06	632308	1.28571e+06	996127	1.17754e+06	992465	1.153e+06	764259
1	863.7	1163
2	802.8	1428.7
3	1358.3	989.5
4	319.4	267.4
5	12.8	1378.4
6	758.4	526.4
7	111.9	918
8	856.9	1223.2
1	467.7	550.1	0	0	61325	58586	55011	5357	57011	0	0	69152
2	688.9	1268.7	4122	0	58319	56541	9445	74963	56782	54531	0	73476
3	184	7.8	53103	23171	8852	0	0	0	25698	0	28322	0
4	1342.2	623.7	7778	0	13890	6743	60198	12462	53443	69974	7312	31160
5	224	934.5	0	0	9969	33315	17605	0	33807	0	23360	62570
6	219.2	278.5	0	23512	62573	0	3652	48121	0	0	24322	52728
7	324	237.9	0	18293	0	0	57081	0	69246	49869	4662	8150
8	311.7	1440	11148	0	0	0	0	1742	42702	5698	0	21923
9	1407.3	687.4	21595	0	0	51195	0	61617	0	0	1254	0
10	720.9	798.4	7442	55808	0	10876	25402	35243	36219	0	66725	11491
