# d6f5b219-35bf-4f93-b578-c922e7d5e11e
11	8	7	116	42
0.0	160.7	114.8	43.9	21.0	107.2	159.1	88.5	74.0	118.5	38.4
50.7	0.0	187.1	71.5	196.7	66.1	34.1	197.1	183.7	178.2	168.4
42.3	153.5	0.0	149.0	147.4	122.7	108.5	176.3	80.0	115.5	51.0
85.6	171.2	188.8	0.0	28.0	60.1	113.6	196.5	132.6	17.7	187.5
98.7	76.0	160.7	141.4	0.0	55.5	140.9	182.3	115.9	109.2	80.1
116.9	110.8	152.6	130.1	100.3	0.0	17.9	50.4	15.6	41.8	74.1
57.9	177.4	176.4	158.4	137.4	153.8	0.0	44.4	186.0	116.7	28.2
11.2	126.6	151.3	27.9	121.4	136.8	127.7	0.0	168.9	184.8	164.3
193.8	79.1	55.9	18.1	50.4	198.1	89.5	78.0	0.0	173.0	92.8
76.9	172.4	96.6	47.2	115.4	72.7	75.6	16.3	191.8	0.0	36.6
101.4	146.4	22.1	66.3	184.7	59.0	118.6	79.8	156.7	60.6	0.0
1	26117	2	11
2	17256	6	3
3	64138	2	7
4	33299	3	11
5	77932	4	7
6	14714	5	10
7	71337	5	10
8	70496	7	3
9	24017	7	6
10	70417	6	1
11	42151	7	10
12	56331	7	10
13	70190	3	10
14	66567	7	6
15	56827	3	1
16	30974	4	6
17	72801	3	10
18	43344	6	10
19	71831	1	1
20	12875	7	6
21	24027	1	11
22	39674	3	9
23	73247	4	1
24	14671	7	5
25	43844	4	5
26	17115	5	6
27	72502	6	7
28	53575	5	2
29	75073	4	7
30	35583	3	10
31	44811	2	2
32	69667	5	4
33	28604	3	5
34	71751	5	9
35	34683	2	6
36	73609	5	11
37	75504	5	2
38	34337	5	4
39	22199	3	6
40	65596	5	9
41	43625	6	2
42	69718	2	3
1	853.2	171.5	637790	756255	846476	928982	845612	814941	547456	435463	682275	767799	982977
2	379.2	1329.3	541197	851670	534583	799402	840581	544017	682684	787430	720228	599481	836734
3	264.2	829.7	679779	890989	737681	659909	566541	816387	538603	603845	507142	501624	536448
4	621	1465.5	639712	1.01993e+06	559708	953851	923024	523857	944798	731452	450821	529895	1.01032e+06
5	783.7	716	836739	606970	851143	903536	794910	691370	756343	634845	854493	605051	543446
6	729.6	1138.6	484836	985721	665003	992344	733803	630112	730748	623288	625007	652794	713821
7	1356.8	1363.7	794210	811653	795945	762704	576585	903921	853351	502520	530899	876607	603295
8	571.8	639.1	527182	595040	784284	859393	1.00222e+06	846516	781548	852295	821779	458736	960576
1	616	963.5
2	1192.6	745.4
3	776.8	557.7
4	1238.7	1237.2
5	1408.4	249.1
6	1196.1	1101.7
7	313.5	4.6
1	753.3	994.6	41844	3722	21873	20603	41654	0	62273	37727	0	1941	0
2	960.9	1078.3	19641	69233	0	51950	0	18022	23497	0	16633	11000	5467
3	641.8	782.1	51549	45222	0	54983	61421	46095	0	18218	62549	17613	65618
4	841.6	356.5	73521	33227	48552	51579	45166	29841	40839	0	53782	54412	44824
5	1336.9	1275.1	34783	59091	16242	22143	0	37727	24212	22712	65574	0	27690
6	215.1	533.7	0	43823	42829	70783	34029	16756	39555	5221	20799	0	26021
7	670.8	1377.6	0	0	52282	0	55911	61131	0	71567	0	0	34556
8	444.2	212.5	8241	0	46802	57639	36386	0	43602	7742	73563	10357	47469
9	1249.6	430.7	0	39693	60239	53822	56095	40138	0	58102	23266	0	32047
10	684.4	666.2	1837	34546	35237	0	0	0	66103	6229	60019	28724	48573
11	1396.8	1415.7	48880	0	14146	4331	15940	14994	0	27157	28070	0	0
