# baadaa12-c444-4006-9e9a-b7d605f63703
8	6	4	193	41
0.0	184.5	124.6	32.9	139.9	65.1	54.8	42.5
102.3	0.0	115.1	158.0	98.8	138.5	69.0	103.2
140.5	183.7	0.0	92.9	196.6	32.6	67.7	185.4
188.2	31.6	194.6	0.0	65.1	104.4	129.3	62.7
100.1	72.2	97.4	92.4	0.0	164.0	174.2	42.7
86.8	21.8	76.0	35.5	119.5	0.0	28.5	122.1
142.4	18.2	112.2	195.6	132.1	178.0	0.0	108.2
192.1	72.2	65.1	166.4	57.6	167.6	13.4	0.0
1	73344	2	6
2	50331	1	2
3	42249	2	7
4	22871	3	6
5	24845	3	7
6	66051	2	6
7	28804	1	8
8	23656	2	2
9	61622	2	4
10	65836	1	2
11	64490	4	8
12	11514	3	5
13	56896	2	1
14	51361	1	7
15	12806	4	6
16	37728	1	2
17	39653	4	3
18	20507	2	5
19	48688	3	2
20	68370	4	2
21	66150	2	6
22	70302	4	1
23	61766	1	8
24	52639	3	2
25	24569	3	6
26	57855	1	4
27	17429	1	4
28	48572	3	6
29	64168	3	2
30	69912	2	5
31	52246	3	4
32	59294	4	4
33	23345	1	1
34	30715	1	1
35	31191	1	3
36	12395	3	8
37	40521	2	3
38	79229	3	5
39	60662	4	2
40	62639	3	8
41	21374	3	4
1	1498.7	1453.5	1.85292e+06	1.8712e+06	1.43506e+06	1.32057e+06	1.97042e+06	1.34084e+06	1.64449e+06	1.44345e+06
2	260.4	1127.4	1.2932e+06	1.66141e+06	1.85842e+06	1.50208e+06	2.03484e+06	1.82127e+06	1.44675e+06	1.33307e+06
3	1430.2	1015	1.17283e+06	1.40431e+06	2.04019e+06	1.24395e+06	1.0832e+06	1.41246e+06	1.21991e+06	1.10613e+06
4	911.1	879.7	1.80523e+06	1.62613e+06	1.301e+06	1.63058e+06	1.6956e+06	1.56994e+06	1.87425e+06	984781
5	338.3	1234.4	1.67385e+06	1.55448e+06	1.94834e+06	1.26512e+06	1.16337e+06	1.34643e+06	1.81603e+06	1.70375e+06
6	581.3	719.9	976569	1.39046e+06	1.80314e+06	1.34816e+06	1.64312e+06	1.91201e+06	1.45154e+06	1.68496e+06
1	86.1	1399.6
2	1328.9	815.7
3	124.3	130.6
4	1111.8	752.3
1	683.6	1180.2	6266	49238	62491	38995	0	48035	0	34573
2	98	479.7	28170	65665	15544	74347	25960	67454	7796	0
3	88.8	1236	0	0	0	0	4337	74636	70005	0
4	183.5	1000.8	58200	0	0	0	34877	42370	50851	65882
5	425	225.6	0	27566	0	0	45623	0	47331	0
6	381	1417.6	2535	670	51004	40415	18444	46680	0	0
7	1097	184	41535	46752	0	0	0	0	37395	0
8	1391.2	97.3	1331	0	6799	8466	10674	29954	66102	58221
9	1067.4	352.7	0	14565	0	37302	42722	19548	68792	0
10	285.2	1108.6	15624	50739	22424	0	49209	29529	42571	7204
11	1281.6	843.8	48587	8803	25808	56490	29188	9153	64888	0
12	14	1301.9	40445	52641	20444	30895	13195	26906	27810	34516
13	591.2	1352.5	0	33323	0	0	0	41884	0	0
14	1370.7	1401.3	23125	42719	50833	34956	0	54162	9388	0
15	633.9	1236	0	0	0	53290	74132	0	16667	33506
16	457	700.4	0	0	43085	23281	20598	31078	50047	4420
17	1460.4	953.2	70263	72092	18426	0	5911	57956	2797	0
18	1215.9	1444.9	0	0	0	0	0	57688	72759	69355
19	108.2	908	9162	21511	8917	40144	0	0	7369	33575
20	992.3	1012.5	0	0	61090	50506	63755	633	0	0
21	264	1440.4	63779	4778	70581	0	27254	0	72088	59043
22	716.4	496.8	0	0	3378	44410	0	0	52933	65129
23	1148	1009.3	56980	0	22122	0	0	69492	57004	33311
24	64.9	804.7	42116	47079	11414	0	0	67276	0	0
25	1378.6	462.8	0	0	45007	1161	51351	52072	39622	60662
26	138.2	387.1	22194	34417	0	26369	19248	0	31804	1927
27	146.3	17.1	69242	12195	25952	34756	13855	0	10921	60628
28	679.7	732.7	0	59993	0	42740	26854	0	62267	11798
29	839.4	84.6	69434	66403	0	0	23353	0	48489	45254
30	279.1	206.1	59047	27135	3034	0	56503	49797	0	2293
31	1265.6	127.9	38289	0	0	6821	21215	57750	60029	11836
32	948.8	882.9	49943	73028	1649	72178	51684	0	0	0
33	207.3	950.8	14023	0	61540	5172	30270	23683	0	74309
34	1447.7	264.7	18983	21620	0	0	40424	714	39409	43918
35	927.4	1024.3	63435	12473	0	31822	7911	58761	56728	0
36	1304.4	452.2	0	943	35230	42725	61917	14596	0	0
37	231.3	1371.4	19510	21834	0	0	4290	0	0	38229
38	451.2	327.1	1367	0	0	69240	0	26130	0	0
39	1316.9	206	5231	47794	52273	13508	0	26934	0	11485
40	1071.6	706.4	61980	57798	0	37302	0	8835	0	0
41	614.6	906.8	0	0	57088	0	70794	0	54095	62830
42	1000.9	348.5	63776	3844	23816	12080	0	0	70171	57295
43	954.4	1288.3	32783	0	38076	17521	68192	66547	74748	31902
44	317	798.4	0	3192	64629	25514	66444	7752	48296	0
45	1132.2	379.8	69689	1864	61238	60275	13141	48925	19520	22070
46	47.1	388.7	38875	0	64677	72968	11494	50229	20427	3320
47	1282.4	1092.6	0	0	17671	21495	65640	54898	36176	23438
48	69.7	477.5	11891	0	18917	0	45066	37540	23420	51482
49	1064	1019.9	0	0	14541	13000	41218	0	47774	69152
50	893.7	276.2	3579	0	34966	34067	51012	0	0	3176
51	981.3	1238.6	13603	3034	39602	6797	50209	55858	73178	0
52	1110.1	1041.1	2031	27976	66753	59871	29569	68395	48774	30562
53	271.2	1014.6	0	0	20746	7506	54871	73149	0	68543
54	292.6	910.7	42904	0	0	26575	0	42688	0	0
55	273.1	171.2	0	52632	36114	0	50498	19863	0	61320
56	343.2	1283.7	0	62205	15125	70610	0	41469	24021	12688
57	1235	1415.5	0	44791	71826	66024	16715	74329	58125	0
58	1466.2	108.2	71865	5481	38537	0	33654	20147	0	0
59	816.5	1437.8	14957	7461	64293	0	0	0	0	0
60	15.3	541	58036	0	34399	0	0	0	2181	25616
61	1422.2	741	9566	23275	29227	53183	0	0	3114	0
62	589.5	970.5	0	21944	51816	0	42348	61946	30889	19351
63	1496.3	594.4	63553	0	0	0	37412	63342	0	0
64	285.7	1131.1	0	65431	9444	0	20480	56473	0	0
65	924.3	1210.4	49528	69323	0	0	0	69215	8302	4659
66	947.3	178	63621	73403	19070	56359	47474	0	20621	62184
67	289.2	1323.2	51881	29646	22273	0	66079	0	2273	63307
68	846.2	1030.1	0	20885	1883	0	15011	68538	35962	1536
69	1169.2	125.2	67253	35772	34721	0	0	10673	63522	20088
70	1382	100.7	29363	13693	69718	0	31594	0	0	0
71	398.7	193.6	30258	39051	0	5668	0	52150	48676	35924
72	106.6	852.7	37610	31868	10108	60604	5406	67538	40086	0
73	1475.3	593.4	21131	35374	69582	3693	71580	45798	1266	43536
74	1096	1344.9	12785	0	40220	0	22319	11746	43630	0
75	791.5	1080.5	55924	0	0	55175	35282	30375	35899	67145
76	537.3	1246.9	20842	0	34923	59966	7437	0	29048	15138
77	604.3	1142.6	52346	0	66281	19151	70812	12417	0	18761
78	1302.1	682.6	44711	68013	17663	61708	33099	23245	0	65456
79	211.1	1407.6	48625	34823	39936	43953	34478	0	73869	30079
80	150.6	1002.4	60277	60833	0	44367	53546	0	10237	67773
81	600.4	854.5	0	8568	48008	0	0	17638	53715	39341
82	167.8	342.5	61533	27957	69289	51270	20497	72116	0	4763
83	1087	452.4	28089	67762	0	9958	41595	71752	0	0
84	316.7	722.3	0	67996	16106	43812	68250	12416	32384	0
85	1353.9	874.9	8120	33275	59466	21176	70704	72606	30558	0
86	606.6	1475.5	0	11957	2135	0	0	27974	65671	32715
87	300.8	853.4	0	0	73232	0	3586	739	4017	66017
88	114.7	911.4	2475	5052	0	45277	21870	10687	18690	0
89	1194	836.5	0	2931	30279	64139	8980	64978	23063	57083
90	217.4	1192.7	54999	0	65455	0	0	70660	53416	62016
91	1293.3	85.5	6151	51696	22934	39255	40896	0	0	52631
92	1296.7	1388.4	69420	24745	48009	18657	40019	24032	34411	0
93	72	682.4	25036	11062	33918	0	25595	55210	0	0
94	461.4	950.7	41494	0	36683	0	0	0	40757	15468
95	1228.2	1180.5	0	0	0	11646	33264	16543	53509	44939
96	1177	725	23061	21770	50169	12686	55890	42367	0	7435
97	704.7	34	11626	71446	64554	6713	53194	60432	0	30032
98	1172.7	51.6	50871	0	54877	1481	0	22023	10498	0
99	642.6	222.9	29277	62465	0	18624	0	53634	55996	71943
100	32.7	1470.9	32545	0	38925	41359	1855	0	33243	39941
101	1170.6	366.8	0	34690	42683	2162	31854	0	57401	52181
102	790.9	220.9	34099	27481	6449	62646	0	8575	7606	0
103	1411.3	1228.9	26955	46416	41077	0	29048	8583	16486	48697
104	47.2	1098.5	0	17553	0	57591	0	41404	55289	18760
105	1096.2	57.1	55494	59530	0	0	0	51276	72630	50893
106	1415.4	251.8	68495	6838	0	47332	38665	39365	0	33226
107	518.1	584.7	0	69666	0	70431	15251	11585	0	33722
108	1460.8	812.5	70346	0	47569	0	45766	34313	37834	14189
109	1112.1	381.4	43870	19595	0	53131	36637	40257	8893	16761
110	714	493.3	0	56497	33014	23296	67839	0	63598	71526
111	726.7	1047.1	7552	60297	0	55608	9668	61140	0	0
112	36.3	992.8	37308	0	38365	0	53995	0	26018	48402
113	833.1	1075.7	0	0	13043	11557	0	52337	70797	35826
114	1083.4	919.5	16954	13361	37855	60737	0	0	0	53723
115	1222.4	1409	59247	2082	0	41547	21357	15329	23088	8317
116	180.2	1098.7	30418	69645	3305	32169	66073	0	52268	59286
117	1334.2	1211.3	33941	0	61019	27983	17614	0	65517	61124
118	1285.9	1019	18490	15786	41766	0	9263	0	22988	11071
119	1311	416.4	66381	0	41685	48899	20316	0	41463	27404
120	328.3	1060.6	12865	17627	0	29568	67014	0	0	37488
121	1304.1	1048.8	0	50997	56012	0	0	11554	27763	17591
122	1077.6	164.3	0	43545	60495	28907	62666	0	37479	71482
123	694.1	1241.2	51745	73032	24792	4353	52906	41758	54651	45549
124	440.2	678.1	0	0	64719	55781	34110	5000	61470	0
125	1457.3	666.6	58271	19362	47174	0	0	18855	7867	0
126	801	1344.6	7118	73386	39032	0	0	0	17937	23663
127	1378.7	57.5	0	42397	0	22499	12852	50597	10766	52033
128	1147.8	815.5	45587	0	46149	65610	0	22227	70268	65019
129	1044.4	526.9	0	28237	5418	18572	19673	23919	0	0
130	158.1	1212.5	0	51219	68254	0	41408	22332	66489	47760
131	910.2	211.9	69048	17601	67780	45081	0	14201	42092	22461
132	615.5	1324.7	39555	48545	0	65251	1828	0	16785	40435
133	86.4	1228.4	34016	64843	0	0	64666	10538	49831	0
134	1092	529.5	0	49273	21461	0	0	65828	0	20618
135	832.2	611	0	0	71200	48510	61553	32678	57117	34791
136	1047.3	369.8	36540	10941	5511	37995	42901	56396	46927	0
137	752.5	171.4	2146	61196	0	46263	0	28000	72616	0
138	1487.8	556.4	0	38802	33932	12722	24909	0	31757	0
139	1337.4	697.2	0	41481	0	67106	9688	0	28191	0
140	35.5	1434.4	5161	0	22913	0	4270	27869	72213	0
141	628.3	9.9	27702	18006	23770	26949	74515	11152	4240	14557
