# 85ce2c70-8c10-4c01-9698-52b22e6a341b
8	7	8	184	48
0.0	123.4	97.1	165.6	50.6	43.0	54.6	24.3
183.3	0.0	112.6	130.7	33.0	104.9	36.4	115.2
177.8	132.5	0.0	88.8	57.4	87.3	102.5	25.3
104.3	21.0	11.0	0.0	29.1	141.7	102.3	42.3
122.5	72.0	139.0	72.9	0.0	45.6	168.2	40.5
31.7	172.2	72.5	32.0	74.5	0.0	200.0	66.0
180.2	49.7	131.0	124.2	76.5	22.5	0.0	35.1
105.5	98.1	50.2	165.6	171.9	146.2	90.7	0.0
1	48357	1	1
2	12108	4	4
3	48915	1	2
4	78239	1	1
5	20352	2	5
6	11636	7	5
7	16107	5	2
8	32007	6	1
9	62787	4	5
10	14523	1	1
11	21940	7	1
12	64851	2	2
13	73439	6	2
14	12337	3	4
15	58507	4	3
16	59840	8	6
17	28624	2	2
18	64813	8	1
19	33026	7	4
20	52460	4	8
21	61044	3	5
22	53190	5	3
23	37211	7	3
24	42825	3	2
25	32138	2	7
26	45556	2	1
27	50549	6	4
28	29363	6	1
29	79375	5	3
30	49054	3	6
31	29679	4	4
32	26166	6	1
33	75001	5	7
34	41275	7	5
35	33711	7	5
36	31445	8	4
37	67626	7	1
38	41477	4	3
39	19642	1	2
40	16465	3	4
41	52946	6	8
42	34769	3	2
43	43632	8	3
44	73158	4	7
45	49795	5	8
46	42064	8	8
47	78533	4	1
48	71452	2	7
1	434.3	1316.6	1.25167e+06	1.55204e+06	1.60033e+06	1.54557e+06	1.1221e+06	1.1411e+06	1.82356e+06	1.08811e+06
2	115.5	317.5	1.17213e+06	1.61285e+06	1.73482e+06	836561	817015	1.50562e+06	1.16645e+06	911776
3	393.5	39.1	876276	1.25048e+06	995999	1.31624e+06	1.35719e+06	1.56086e+06	1.43166e+06	1.53871e+06
4	680	194.2	1.55915e+06	1.1452e+06	1.27604e+06	1.072e+06	1.18994e+06	1.04844e+06	1.10535e+06	1.31481e+06
5	1006.7	114.5	925702	1.22161e+06	1.75011e+06	1.55957e+06	1.48511e+06	1.47859e+06	1.62492e+06	1.26601e+06
6	1425.9	1192.1	1.03073e+06	1.01187e+06	1.72473e+06	1.24366e+06	1.23311e+06	1.0866e+06	1.77733e+06	1.18806e+06
7	1048.5	1411.3	1.16479e+06	1.41869e+06	987530	1.44667e+06	1.18681e+06	854080	1.02818e+06	1.60522e+06
1	253.9	54.3
2	1358.9	599.8
3	891.5	873.2
4	534.7	1489.3
5	348	1066.8
6	92.8	123.3
7	1090.2	819.8
8	440.7	168.6
1	1074.5	295.1	42732	0	65537	56803	0	30423	19412	69737
2	709.4	1342.8	58483	0	57551	57659	0	5975	0	37477
3	573.7	175.5	65385	0	0	66069	29942	0	0	60300
4	234.3	551.8	0	66734	0	0	28087	0	39919	7449
5	1142	1264.8	22357	72441	5007	28473	72879	70385	1110	35007
6	488.6	1467	11494	47160	0	0	65012	64259	16501	0
7	207.6	1366.6	55369	18693	30100	22226	0	38556	57539	14611
8	510.5	705.9	56811	4849	5946	12253	72042	57923	38358	3412
9	1192.7	934.5	30619	42049	56133	6531	59288	38097	35796	6573
10	130.1	417.5	0	0	0	42310	0	1727	72597	27704
11	479.8	390.8	42378	52046	39915	37632	56068	72507	36275	12359
12	288.2	904.9	66984	37538	16054	0	58385	27861	0	21275
13	520.2	162.7	6522	0	52023	44355	51790	0	47946	0
14	210.3	161.9	42750	0	0	0	56405	61904	51918	1826
15	1192.7	533.7	62388	66827	63479	0	51738	0	39241	68860
16	1443.5	1194.6	59309	60656	0	0	47384	12882	35279	34141
17	616.7	1233.5	0	0	0	55021	42640	24183	17814	25313
18	1212.2	486	13849	0	48068	40958	0	33044	0	0
19	925.7	286.2	16730	40743	15958	0	0	30953	68671	48863
20	1270.3	464.9	60090	0	14935	19866	0	0	705	48302
21	541.1	1330.7	0	17011	20527	30519	15407	43668	0	0
22	449.4	931.7	31916	25212	36545	29356	54939	57207	47143	0
23	477.2	891.1	14657	13139	0	14122	1961	0	34565	0
24	296.2	144.2	68013	17404	25315	38036	64509	0	59255	30593
25	799.7	777.2	21323	9192	20908	59616	33853	41177	23282	0
26	1167.2	915.9	52683	68434	16458	58154	37694	25661	67964	0
27	597.6	101.2	0	0	16147	39973	1474	56145	0	2562
28	53.2	576.5	0	0	25780	0	69308	0	9485	0
29	183.3	320.3	45226	48052	0	10449	7726	70937	16967	0
30	215.4	265.6	0	51926	0	30888	609	0	61239	30199
31	383.4	180.3	11531	7010	23127	21126	13565	33898	63114	0
32	698.4	736	25459	20534	42052	23336	18791	17221	16722	0
33	1057.2	9.5	61106	4472	61202	0	45823	27041	0	29969
34	989.1	791.5	0	4795	44840	47979	42709	62971	63754	63816
35	1398.4	79.8	0	31068	54773	5762	0	0	0	74519
36	770.1	853.5	58471	0	72781	64538	25902	17247	38346	26160
37	175.8	204.6	0	0	0	41303	14295	60294	0	29319
38	48.5	386.1	41537	41750	0	18633	36169	0	0	3480
39	359.4	1440.1	39419	27380	45907	9790	46815	0	12606	58414
40	1261.2	618.7	0	48378	0	73647	0	12935	0	46717
41	931.2	1078.9	46417	49684	44980	71732	0	0	18440	20643
42	1128.3	360.1	11187	41720	0	0	0	49717	21667	0
43	660.2	1275.7	0	575	62631	0	13793	36652	53636	34975
44	1364.2	722.1	611	0	15027	62321	2503	29507	17215	55802
45	1322	1337.1	41836	0	0	39580	0	66713	0	2259
46	1428.9	1056.5	33024	0	56285	0	63556	780	0	10825
47	418	600.1	32517	28869	956	35050	0	46678	47330	40876
48	197.5	593	0	65839	44460	0	0	65608	1644	30347
49	417.3	1017.4	13904	1659	70947	56781	27978	51495	74182	0
50	1442.3	16.4	44352	54238	71990	0	0	4545	64034	47724
51	1122.7	219.2	0	60653	8753	0	59944	5709	35365	0
52	575.8	1474.7	41447	0	17988	42665	56268	0	0	72897
53	732.8	754.3	0	19761	67680	59405	0	56397	60322	71740
54	49.3	793.1	55213	24629	53072	47834	0	0	29894	0
55	89.1	846.7	0	52356	26092	14862	7824	0	6599	74905
56	1442.8	875.3	0	0	16279	0	20826	53774	0	0
57	661.1	893.8	65695	25248	32246	15714	4201	65280	18958	21449
58	16.9	822.5	1324	71048	0	36789	30047	7553	58753	13268
59	1093.6	734.4	34020	0	10983	9579	26616	0	24250	0
60	1180.4	1343.3	47609	31205	0	5617	50149	3756	46553	0
61	901.9	678.3	15502	25402	0	32665	0	60103	42336	25055
62	861.8	141.8	0	74994	0	7224	55356	67588	73947	25442
63	3.1	1041.9	0	9554	62274	0	0	0	68169	0
64	1070.8	217.9	0	16652	73680	0	0	39719	71987	57123
65	1254.4	578.1	0	15452	0	50020	0	20384	33946	0
66	1283.1	546.2	0	0	5555	41309	0	62361	39806	10996
67	996.3	268.4	0	23229	0	33263	1714	67052	57160	0
68	962.3	708.1	1031	31620	43017	0	47059	6233	60558	55584
69	782.7	800.4	7387	1994	20765	0	16647	0	1667	895
70	1455.6	1387.5	13428	34194	32037	0	52379	60338	0	13311
71	315.5	561.8	53938	24360	10770	25423	57457	0	61176	40147
72	921.7	1154.8	0	66230	0	13838	29826	0	15295	16203
73	184.1	980.3	41792	0	1182	0	27476	2233	0	8426
74	112.9	1078.2	52794	36134	17014	40631	0	6680	61042	0
75	924.2	523.2	68809	50216	40796	38647	35056	0	50981	0
76	178.9	423.3	58932	34327	55845	68678	17202	56497	0	0
77	1298	173.6	0	0	52201	54925	1744	50425	52066	74684
78	453.3	1083.1	14499	48917	73178	27170	17526	11216	0	0
79	687.8	1106.5	55922	38660	64133	0	14428	0	0	66821
80	1192.5	1388.6	0	0	20409	0	39103	0	70033	39411
81	448.1	342.1	22402	19031	57826	0	50657	42673	50833	41669
82	1414.1	1414.3	0	21007	8353	0	21010	47110	44822	0
83	1338.3	81.2	16409	4459	13189	0	11750	25453	38621	45117
84	641.8	352	38940	0	49304	0	0	26132	50624	59063
85	1194.5	641	72809	30591	70852	7669	22804	55601	61282	0
86	1266.2	1182.8	44397	70866	57537	71765	8305	17272	70371	0
87	287.9	1315	41365	614	50510	73339	49575	54004	37673	62644
88	1303.1	649.6	70336	29315	21556	0	48275	842	69367	30628
89	1388.5	500.2	0	41540	38172	0	64722	33238	10072	0
90	587.2	385.5	35920	0	67217	28639	23578	22566	26290	50984
91	1153.2	66.7	49223	25523	45123	40568	31870	24557	48608	0
92	1098.4	398	0	74490	3945	40073	7213	15587	33885	34792
93	1350.9	171.3	0	15086	0	32171	49625	0	21933	19316
94	591.6	376.8	43111	27759	32804	66039	52716	29845	47661	60016
95	760.9	593.4	38653	52002	43651	66561	7637	2111	0	18773
96	171.4	812.3	46841	52486	0	30021	28319	33531	0	34581
97	1023.7	1247	26273	2010	5362	8273	22087	35903	61165	19218
98	1063	1341.2	43359	46637	0	0	0	57271	64883	49659
99	965.9	443.8	0	70773	66047	18384	58078	22673	54921	11943
100	51.3	1285.9	17678	0	42672	68263	57373	0	47365	69475
101	1431.8	26.2	3179	33672	38293	50156	0	57170	0	0
102	781	518.2	29314	56703	17010	44370	27395	72490	17775	57737
103	806.3	1395.7	30987	51206	24623	42086	31338	39299	38350	63533
104	564.6	781.3	66857	40450	37149	70153	37241	14675	53669	18611
105	659.7	458.2	0	33547	23105	0	16673	70683	0	71523
106	211.6	479.8	57489	69915	62407	29948	0	39897	0	18799
107	1345.4	474.8	65572	0	0	41625	44799	41314	56212	0
108	967.7	380.3	41964	0	42487	11753	14757	0	63852	27298
109	134.2	722.1	39219	27272	67865	0	39735	23097	7697	74235
110	1172.5	1070.8	33846	0	0	0	26769	28319	20540	0
111	108	1398.9	0	74102	21961	15885	0	30223	59782	6598
112	536.4	1011.5	27929	0	57104	27462	0	0	68318	23897
113	286.3	640.7	31320	39618	0	37771	21152	71069	0	0
114	1350.3	384.3	66651	7212	67284	0	14849	0	0	12292
115	586.9	362.7	0	0	0	17866	3088	42679	58822	21906
116	1406.8	1022.4	36141	0	3476	64761	0	59402	40712	32806
117	1099.5	435.7	4698	0	0	64100	66489	0	41129	41102
118	21.2	1127.2	66033	4416	42418	0	45906	55006	3096	0
119	872.5	74.6	0	20245	0	18160	0	54911	0	38299
120	167.6	95.9	0	17603	0	37780	36263	53978	0	60141
121	1154.9	1466.8	16544	4173	0	7248	4407	13764	64499	72691
122	1114.7	462.1	52122	0	42619	20766	43284	0	5439	0
123	180.3	421.8	11880	56694	28374	0	0	0	0	0
124	1212.3	269.5	60816	37982	61056	0	26657	55968	26730	0
