# a68353ab-38db-462d-9330-622477b14193
11	8	7	132	47
0.0	193.0	70.8	10.0	127.7	93.4	97.4	53.3	64.6	30.3	157.2
36.9	0.0	157.7	44.9	60.6	185.1	136.0	59.9	81.0	182.2	17.6
98.7	18.8	0.0	65.9	170.0	82.0	26.1	86.8	33.1	175.6	111.7
44.0	20.3	33.9	0.0	24.7	101.4	191.0	93.5	89.8	181.9	152.8
181.6	107.8	97.5	136.6	0.0	80.3	78.6	90.1	31.2	189.4	137.3
147.8	152.4	44.1	36.8	75.2	0.0	42.4	159.0	33.1	138.5	115.8
176.8	95.3	11.4	178.4	184.0	152.3	0.0	18.0	114.3	41.1	127.3
58.4	151.7	95.0	13.7	38.1	157.2	97.8	0.0	142.6	132.6	194.2
138.7	186.5	177.0	46.9	69.3	43.8	44.5	142.9	0.0	116.8	133.3
59.9	155.1	122.0	72.7	127.5	28.1	148.2	147.7	90.8	0.0	117.8
38.2	146.6	112.0	161.4	65.2	88.0	41.6	34.6	126.3	127.3	0.0
1	12735	7	8
2	54271	6	8
3	73641	6	5
4	31904	4	4
5	31320	2	10
6	35848	2	11
7	32609	1	7
8	51202	6	11
9	39297	2	1
10	32901	5	1
11	10223	1	6
12	66498	4	4
13	23468	3	3
14	69507	3	6
15	46692	5	9
16	55736	7	1
17	64265	3	3
18	11788	6	2
19	34312	5	11
20	56359	7	4
21	51437	1	1
22	59528	3	8
23	56553	4	9
24	18716	7	10
25	59305	6	9
26	29316	4	11
27	13140	2	4
28	19828	4	1
29	61545	4	7
30	20553	6	11
31	66982	4	4
32	51751	5	4
33	78785	4	2
34	51637	5	10
35	28733	6	2
36	57322	7	6
37	74346	4	5
38	57034	6	5
39	56508	2	1
40	65042	1	1
41	40100	5	5
42	24780	5	5
43	28106	5	4
44	54165	2	11
45	10034	3	3
46	41545	7	2
47	77540	2	4
1	944	1218	975789	952193	477107	672948	781207	559809	898759	854613	623145	749340	649136
2	1312	427	856701	571482	710880	754414	1105672	665190	560058	972375	557389	556595	777909
3	374	1008	544599	652622	854707	669987	941121	813718	741263	567528	545400	920415	1008395
4	844	251	645440	592905	564979	835710	565632	866169	843381	807654	653579	835340	571185
5	869	1238	794724	589163	580400	737409	602251	519647	1097591	703760	697814	764149	626689
6	482	1097	945870	677815	903292	665089	1090499	924268	1039274	554649	544478	736904	980775
7	1482	746	610220	905586	754681	533884	712050	546785	697457	571706	832721	584219	835061
8	566	1120	804111	641494	628073	599811	858041	875183	772345	534796	1024179	605077	762312
1.0	1111.7	624.4
2.0	612.5	1470.8
3.0	657.6	678.2
4.0	248.2	977.3
5.0	1170.6	231.1
6.0	1292.4	323.2
7.0	779.1	254.7
1	1427	1437	67137	0	41860	68288	34883	7301	0	48386	23286	0	66520
2	656	742	0	15311	67055	50919	0	73318	0	36477	73833	36178	5228
3	1163	631	50060	22004	30434	0	0	51302	67991	14887	0	73202	9954
4	713	954	71226	19490	3719	27136	3649	17891	0	51427	6915	60931	57920
5	299	940	26514	0	0	32486	54164	7437	13531	72157	16891	0	0
6	1122	592	15050	0	0	23491	57815	12189	63230	29868	33837	55042	1277
7	917	919	25728	65329	0	53419	23616	0	16509	8177	0	39342	50493
8	37	194	2763	8984	0	63463	70580	0	60549	53168	33394	0	0
9	1010	305	10902	0	26438	0	10047	51971	60475	43224	4251	51140	64530
10	865	1464	0	7226	30514	0	27024	19999	0	0	49387	60895	67158
11	168	722	0	0	11476	58398	0	32596	28369	43089	68974	30705	64216
12	18	375	53602	58784	37779	38397	0	0	8301	63127	0	0	69749
13	491	1359	31530	19007	62733	0	74609	26291	0	0	34994	49050	0
14	717	52	0	0	17930	42388	0	56075	62260	0	11666	66687	0
