# fdfd7d0e-baa4-4a27-834b-71147713a2a4
9	6	4	191	38
0.0	182.2	158.9	165.0	197.6	17.9	71.8	165.9	156.9
59.7	0.0	110.3	94.5	124.0	62.3	196.4	56.4	10.5
192.6	85.4	0.0	147.9	175.7	74.5	83.2	121.7	76.0
39.7	152.4	82.1	0.0	66.5	56.0	172.2	78.4	63.7
195.7	154.5	183.4	182.7	0.0	111.0	55.3	197.2	172.8
93.0	37.7	18.5	18.4	172.7	0.0	126.1	46.0	53.2
99.8	53.2	46.7	53.1	115.8	125.4	0.0	79.7	164.6
34.1	105.7	117.4	185.3	187.7	14.3	166.4	0.0	69.3
178.8	19.2	99.0	71.6	157.5	126.5	185.8	10.9	0.0
1	56229	4	8
2	70193	3	4
3	27421	1	2
4	36218	3	1
5	15901	3	1
6	49401	3	1
7	27155	1	3
8	18321	1	8
9	61876	3	1
10	16816	1	9
11	31178	3	2
12	77147	3	8
13	22432	4	2
14	15357	2	5
15	16227	1	2
16	59088	2	7
17	32029	3	7
18	48203	4	2
19	52366	2	7
20	58590	2	6
21	47719	1	6
22	45332	3	1
23	49761	3	3
24	64696	2	8
25	63135	4	4
26	34615	2	6
27	21327	3	1
28	45298	2	9
29	23496	2	9
30	66456	4	1
31	41086	3	9
32	47619	1	2
33	52795	3	8
34	78514	2	4
35	60957	2	3
36	74025	1	4
37	56771	4	1
38	26330	4	3
1	72.3	1268.1	1.47671e+06	1.41555e+06	1.61343e+06	1.7093e+06	1.47536e+06	1.33463e+06	1.13796e+06	1.15537e+06	1.3005e+06
2	950.9	929.8	1.24902e+06	1.51707e+06	1.77606e+06	2.14426e+06	1.81605e+06	1.22296e+06	972808	1.33639e+06	1.87572e+06
3	1268.8	1122	1.33074e+06	1.64471e+06	1.66685e+06	1.73186e+06	1.07137e+06	1.72078e+06	1.55085e+06	1.13116e+06	1.58994e+06
4	1170.6	1174.6	1.0808e+06	1.26875e+06	1.23336e+06	1.16754e+06	2.01884e+06	1.68004e+06	1.5146e+06	993738	1.17151e+06
5	871.7	232.6	1.06626e+06	1.31065e+06	1.82307e+06	1.31659e+06	1.46716e+06	1.9888e+06	1.24444e+06	1.11801e+06	1.12666e+06
6	1310.6	196.4	1.45419e+06	1.04957e+06	1.2998e+06	1.33657e+06	1.67013e+06	1.12085e+06	1.78198e+06	1.80303e+06	1.97109e+06
1	1164.2	564.9
2	1313.9	112.2
3	24.1	968.1
4	510.7	1219.9
1	277.2	700.5	0	0	33857	41251	0	20825	0	16672	37186
2	182.5	1338.7	0	0	0	30642	35705	51625	17211	9104	22550
3	549	1018.9	51229	0	0	45883	0	58548	0	33071	0
4	513.2	1486.1	14856	0	31070	6208	0	43589	7688	33854	1506
5	1040.9	872	0	0	55628	46852	0	0	40641	52932	68972
6	655.3	665.1	6786	0	35578	1804	65534	0	0	5555	61972
7	1418	830.1	38426	69641	27547	72390	35101	5509	59323	28198	0
8	1415.6	555.7	0	41659	20021	50709	0	0	29856	74574	1595
9	184.1	1154.2	32792	0	4516	48084	29150	37940	40531	0	0
10	693.5	1372.6	30701	0	62376	0	0	27637	59729	23716	49881
11	1332.5	1257.8	6626	0	30921	56995	4924	62663	0	0	36455
12	1085.5	1303.8	67893	0	40348	0	3873	0	41312	51188	3409
13	1208.4	4	0	40382	45346	57795	29616	61290	26293	0	5199
14	735.7	1461.7	30171	17207	30004	24952	36629	23563	0	10268	0
15	500.6	1441.6	0	16684	23014	72250	0	3310	0	0	38814
16	491.2	411.2	71182	0	0	0	40235	52298	1254	20026	27111
17	214.2	447.7	54227	70657	0	18001	0	0	0	0	5422
18	642.6	561.7	0	48019	33413	48796	0	66715	1674	0	33772
19	1115.3	1137.6	63014	15199	34951	42501	0	25408	61913	71882	0
20	795.1	191.1	1248	22355	54117	8376	41607	0	7537	46139	57325
21	1350.4	1183.5	62121	1658	37193	0	0	51532	13975	0	52816
22	25.5	101.8	16993	62382	0	16270	0	67673	15486	0	0
23	410.3	897.8	0	0	64987	70683	0	40299	21368	47428	7687
24	1302.4	1204.2	16222	5931	64722	0	69937	0	11490	23332	42105
25	1355.8	1321.2	60212	19108	64571	40758	56535	66038	36071	2060	27640
26	150.4	182.1	13080	0	19678	73673	56141	46386	8468	49669	0
27	1370.1	798.7	59192	60012	2155	14965	74162	46941	52786	31318	0
28	1179.1	735.9	29506	0	59462	0	53205	22584	61304	0	37899
