# 008661fe-6a36-4f4d-85af-a0ae4fd9193c
12	10	8	149	48
0.0	44.6	73.2	26.0	116.3	159.5	163.8	106.5	64.7	68.5	150.4	163.8
102.1	0.0	26.6	120.3	199.7	186.3	160.6	39.9	148.4	50.3	153.0	173.2
29.9	103.2	0.0	119.8	147.2	188.2	133.1	197.2	53.9	78.4	37.1	116.0
74.8	48.4	64.5	0.0	56.7	128.1	59.6	104.2	78.5	175.2	191.4	188.6
143.3	111.9	140.3	152.0	0.0	17.3	31.1	82.3	160.3	71.1	184.5	145.2
66.4	86.9	66.9	55.9	187.0	0.0	182.4	110.5	45.9	15.9	35.7	60.9
135.6	113.8	161.3	153.8	49.5	133.5	0.0	92.7	168.0	27.5	38.6	91.8
168.2	149.9	152.9	99.6	198.9	177.8	105.5	0.0	139.9	94.2	181.6	199.8
171.9	137.3	146.7	37.1	75.1	167.4	181.1	42.5	0.0	39.6	89.7	172.4
15.2	161.3	191.8	99.0	159.5	26.3	167.7	196.6	162.6	0.0	75.0	94.1
125.2	104.6	157.9	179.7	160.9	79.9	16.5	189.3	101.3	152.3	0.0	159.7
180.3	191.7	156.0	136.7	118.8	108.6	54.8	59.1	123.4	92.7	21.1	0.0
1	69150	2	2
2	29637	7	10
3	36554	8	4
4	55161	7	7
5	56643	5	12
6	62861	4	3
7	31066	8	11
8	64043	5	4
9	22172	2	3
10	43956	3	6
11	69616	7	7
12	55657	2	3
13	59047	6	6
14	27266	5	4
15	25190	4	5
16	41185	1	12
17	43223	1	3
18	60121	2	2
19	60504	1	2
20	52166	8	11
21	39011	3	4
22	14633	3	3
23	58257	6	5
24	12086	5	7
25	20369	2	8
26	42411	5	3
27	47688	3	12
28	47648	6	10
29	77182	7	7
30	38030	6	11
31	72759	1	4
32	44660	7	3
33	66464	2	2
34	67416	4	7
35	68794	2	5
36	17354	5	4
37	77366	1	12
38	53906	8	1
39	29103	2	4
40	34275	8	2
41	50065	4	3
42	67145	5	1
43	55360	7	1
44	76109	1	7
45	30432	4	11
46	36444	8	12
47	18447	7	7
48	17423	8	11
1	622	89	583095	519849	439141	767319	792896	499392	664143	789427	805649	656743	790562	603335
2	958	258	659578	619631	709216	871111	575289	541444	778362	562436	881539	882122	854752	656915
3	1279	113	771301	632946	768841	774399	545619	685853	835995	642513	712802	915716	656588	813410
4	643	429	858565	638480	607320	878687	684701	705409	717740	716096	725986	718042	912037	712189
5	990	730	640442	591029	511243	931439	829870	507490	528508	681528	886370	777781	891130	520929
6	1261	730	937435	527094	608741	781169	913949	489160	897439	842160	642017	845252	870585	785087
7	979	1059	904316	617078	773347	519211	640377	740777	669150	971275	819880	498040	601520	610675
8	639	1348	689573	750457	534902	651728	876165	553175	790597	694945	811397	515845	522361	722371
9	1108	839	966748	652418	699405	529285	589309	574560	782300	917849	765847	803439	603939	750120
10	958	1041	904292	651809	457742	957904	823859	808404	477865	876181	919755	600775	981957	520244
1.0	314.2	380.5
2.0	1080.2	1190.4
3.0	572.4	259.5
4.0	732.6	434.2
5.0	67.4	1129.0
6.0	1119.7	344.4
7.0	50.4	417.0
8.0	238.5	87.8
1	15	141	23257	54761	0	0	70303	45233	49719	34586	43224	67143	56455	26990
2	64	975	40168	11985	0	28189	13920	31065	26231	39440	0	0	3872	20750
3	544	851	0	58588	20601	0	0	10558	0	22774	36305	23071	0	0
4	703	195	74059	0	18252	38998	32386	27213	46536	0	0	19959	15790	69154
5	1316	688	12659	62753	9093	0	65350	0	56187	33327	74763	39525	59818	61070
6	221	909	39927	26781	49750	23931	62722	0	0	18833	52826	45749	0	55288
7	558	372	18878	0	21856	0	68264	5270	6177	62293	20494	1407	63837	49770
8	1455	50	73887	0	15574	9416	35501	0	66397	0	12629	0	0	7553
9	923	512	0	62580	67785	14880	1030	0	61875	0	51692	34205	0	0
10	1399	1227	26439	9907	28237	67641	45585	37155	0	48184	45081	71525	0	0
11	458	1257	0	0	56472	0	0	6131	11980	0	70008	0	0	13489
12	128	1279	39294	36764	46687	0	0	0	0	0	60679	0	12381	68032
13	39	630	42800	16944	25559	16849	33819	0	66153	17578	0	31000	8367	38047
14	1178	1421	0	53256	0	0	0	0	25916	18732	0	11956	53069	0
15	240	826	32785	0	29587	17913	0	72164	5513	9215	36426	2397	0	49237
16	338	510	32530	35575	0	0	35530	53372	34466	0	0	72694	72653	4399
17	1037	367	38024	45826	73871	60067	13917	44375	0	54521	35988	24766	0	0
18	724	451	0	30603	0	58968	9650	47876	0	12976	14744	15145	58099	4490
19	668	280	23381	0	20917	68955	68459	31922	16813	49796	1605	1133	0	25281
20	129	446	43527	22979	51466	38220	0	0	0	56142	16440	20708	0	25457
21	828	87	45059	0	17266	31714	73572	17813	19766	74088	0	0	0	0
22	910	184	28634	18692	0	59320	2310	0	36365	53846	29158	10009	0	56028
23	438	170	9738	67841	19657	7814	30602	0	10743	16310	53596	43238	40938	26773
24	485	896	46439	0	0	0	45389	15713	54286	16008	70321	34446	4448	10822
25	396	656	0	0	67235	38702	0	0	6796	8687	0	0	63173	63730
26	498	1058	0	0	0	31867	0	60229	69967	59620	10912	0	0	29893
27	1407	1036	7098	2514	0	63616	47213	0	24542	63910	4958	44174	70958	0
28	1239	115	66625	24198	19521	12362	50162	0	46703	20377	0	4704	57485	27600
29	437	1130	0	24903	0	50195	48627	41470	56864	20111	24148	2127	45067	17662
30	98	778	4289	39442	50259	24804	27458	15938	13508	32444	9472	55798	47824	51779
31	388	837	0	36914	62838	64449	55446	0	0	0	34884	0	67228	0
32	1363	1189	26103	48615	51780	49401	48131	0	8589	0	0	62642	29265	36808
33	1486	1157	37559	3521	14579	15674	41279	37461	0	32120	52309	5608	10439	72330
34	923	7	0	19339	31054	74809	23353	31483	7940	0	26922	6534	64678	45656
35	561	1471	0	41759	8636	64285	57138	51972	0	73349	0	0	70590	7955
36	809	786	0	36729	34568	0	26616	41251	0	17880	56737	13422	32972	0
37	1485	650	24097	0	1481	67998	25401	12754	68156	0	16607	0	0	0
38	1290	898	32190	45408	18010	25168	34558	74272	6903	63284	0	39084	46622	14082
39	643	727	728	58230	0	15539	0	0	0	68009	29264	36293	0	0
40	326	560	2274	639	0	23189	0	19788	0	0	44693	65865	8584	37329
41	1104	1390	17852	0	0	19424	0	44154	67423	26546	0	11620	0	35732
42	802	1116	0	16168	52017	5218	0	32527	0	0	34967	20504	63426	32647
43	1390	1234	73332	850	0	24977	2898	26854	0	45921	10929	37550	16089	55859
44	314	603	0	0	21339	59594	4031	1399	37580	54186	0	65418	0	38088
45	205	398	74872	30224	28330	0	69551	7877	52141	0	43881	66212	17069	6354
46	114	769	58494	0	47540	53377	63496	0	0	34455	24352	0	68786	49113
47	1284	928	36761	48742	0	62373	44383	50176	0	44386	53481	24579	72068	31100
48	1206	1379	61382	11212	16832	65833	63154	4844	5203	74694	70425	49374	6313	0
49	398	229	49023	0	72923	0	0	0	22227	66399	36235	52588	68832	31058
50	357	1479	26554	0	17399	49952	67444	12248	31292	36849	0	17570	6735	15858
51	547	620	39642	11444	55514	0	25447	25686	0	22314	0	15152	54192	15981
52	1344	665	0	40596	9985	0	46650	72319	0	0	71860	0	0	70802
53	910	101	0	0	0	58359	68564	54357	0	0	70217	61594	49180	40191
54	508	109	52017	0	0	24036	0	22271	5519	0	38118	10706	0	25678
55	231	1276	43615	13966	52718	62128	13367	37420	0	10957	11862	59751	42716	44483
56	252	873	48517	0	29759	51709	17669	0	0	12258	0	56976	33164	43755
57	1458	404	74150	64444	47591	0	35571	46307	0	73444	0	4072	37965	70226
