# cb482599-d742-4f71-a7a0-f3417bcc9720
12	7	5	179	30
0.0	75.5	154.6	42.2	122.8	189.2	27.1	179.3	97.7	36.8	47.8	194.6
187.4	0.0	84.4	39.9	71.9	152.7	153.8	77.7	52.1	153.4	176.0	183.7
132.2	181.5	0.0	72.7	149.5	110.6	181.8	142.8	174.8	169.1	156.5	99.7
82.3	193.5	181.8	0.0	12.1	187.7	119.2	24.6	61.9	134.8	92.0	23.2
33.1	97.6	153.4	69.4	0.0	39.4	39.0	31.8	108.4	124.2	65.7	79.3
183.3	186.4	169.3	186.3	13.5	0.0	91.2	45.1	166.6	59.7	116.7	17.9
187.4	159.2	136.2	111.4	21.3	197.9	0.0	150.9	147.0	10.9	22.7	33.5
93.1	137.9	93.4	59.7	24.6	182.6	135.4	0.0	65.2	160.0	70.4	109.1
32.8	15.4	120.7	111.6	99.0	179.0	189.2	13.5	0.0	23.0	54.4	79.5
49.6	43.0	26.0	138.1	39.3	180.9	198.0	114.8	68.7	0.0	123.5	123.5
86.7	129.8	193.3	62.0	111.4	135.8	171.4	122.2	161.6	20.2	0.0	171.7
172.5	72.8	41.3	93.7	38.7	135.0	166.4	57.7	164.8	98.5	136.1	0.0
1	48484	5	12
2	38758	2	9
3	23497	2	6
4	31570	1	9
5	69715	3	2
6	67488	2	5
7	45716	5	5
8	28516	2	6
9	67281	3	11
10	28853	5	9
11	45821	5	2
12	29554	2	1
13	12044	1	6
14	67331	2	3
15	50413	3	6
16	65980	3	10
17	51219	3	9
18	72360	4	11
19	29282	3	12
20	25681	2	7
21	76666	3	10
22	73043	3	3
23	49250	4	1
24	20421	3	5
25	41793	3	4
26	68791	3	3
27	15770	1	4
28	18508	3	9
29	36165	4	9
30	25996	4	2
1	1364.4	105.8	1.45465e+06	1.56871e+06	932821	1.24203e+06	1.0173e+06	1.22108e+06	1.03212e+06	1.46628e+06	1.31561e+06	1.3447e+06	784483	1.02249e+06
2	586.8	1319.6	1.32866e+06	1.70492e+06	851809	1.23112e+06	1.57777e+06	1.21851e+06	1.69773e+06	866964	1.13456e+06	838573	1.02895e+06	1.52678e+06
3	1072.9	143.8	1.45486e+06	1.58588e+06	1.6207e+06	1.00512e+06	1.26896e+06	1.32301e+06	1.08402e+06	1.6393e+06	1.09267e+06	952210	1.15873e+06	1.57389e+06
4	238.6	739.8	1.17426e+06	1.36348e+06	1.25863e+06	1.44146e+06	1.4028e+06	1.21388e+06	915849	977207	1.36687e+06	1.0192e+06	1.27311e+06	1.5607e+06
5	795.2	1286.1	845523	1.60416e+06	1.49122e+06	890781	1.21056e+06	1.32124e+06	1.61455e+06	1.4731e+06	1.5661e+06	1.04424e+06	1.4169e+06	845428
6	648.3	209.4	822795	1.28105e+06	1.55471e+06	1.02933e+06	1.35203e+06	1.12122e+06	1.11744e+06	1.47042e+06	1.35586e+06	799903	1.40176e+06	1.27431e+06
7	1126.7	563.2	809437	1.25296e+06	1.4386e+06	873882	943599	797307	1.50964e+06	1.35562e+06	1.19159e+06	1.24708e+06	1.29932e+06	1.49226e+06
1	1266.3	898.4
2	872.6	770.9
3	651	270.8
4	1323.3	811
5	18.2	677.2
1	1130.2	720.2	0	71380	66611	12684	10899	38214	0	58193	11235	46722	8749	0
2	478.2	371.9	23769	0	0	25057	8237	41130	58903	73161	0	43956	0	59301
3	657.3	332.3	0	30441	32809	13994	22600	48124	7649	57162	64149	12007	64231	0
4	1070	1321.8	0	1210	38704	21534	68624	9961	42119	38985	0	48752	16822	0
