# d8770e34-d40a-4d57-a112-6f575f052898
9	10	4	161	45
0.0	67.4	183.2	195.4	148.5	156.0	150.8	86.2	158.8
51.5	0.0	78.6	147.9	11.7	126.4	27.6	52.1	30.9
89.8	12.6	0.0	42.7	186.0	128.0	102.8	191.0	143.8
22.2	122.3	44.4	0.0	167.6	139.6	63.1	71.9	20.9
69.5	171.0	190.1	177.3	0.0	20.4	183.8	111.0	112.7
29.6	42.3	83.0	65.8	177.1	0.0	64.6	30.5	139.3
123.9	122.5	157.4	76.7	31.1	98.3	0.0	58.5	55.1
15.3	116.6	107.6	128.3	155.3	52.0	79.0	0.0	10.2
192.5	122.0	121.7	13.8	189.5	169.0	141.4	121.7	0.0
1	14090	1	5
2	14493	2	9
3	35084	2	4
4	53325	3	4
5	27143	4	9
6	30908	1	1
7	54429	3	9
8	10039	3	1
9	10551	2	6
10	57956	4	6
11	45219	3	2
12	67148	4	3
13	68027	1	3
14	58607	1	7
15	20183	2	9
16	79917	2	2
17	53519	1	9
18	60575	2	3
19	39248	2	4
20	56302	1	6
21	33982	1	4
22	25302	2	4
23	19793	4	6
24	34749	1	4
25	23086	1	9
26	37138	4	8
27	37995	2	5
28	18045	3	1
29	73868	3	3
30	55397	4	5
31	19386	1	7
32	50378	3	1
33	65932	1	6
34	21035	1	4
35	17952	3	4
36	42424	2	3
37	77651	4	9
38	40476	2	9
39	59047	4	9
40	36819	4	6
41	34734	3	9
42	66066	1	2
43	38045	4	4
44	79163	1	9
45	64423	2	9
1	1215	522	595330	865079	1074671	1080177	530920	606222	837698	906619	774691
2	119	638	796514	941249	1003298	1071323	560671	524277	822200	1001676	815693
3	265	1429	840299	543668	1044649	919513	846823	794580	895617	886694	816681
4	1490	402	606864	825344	960023	568857	724491	802220	878121	681794	978495
5	708	682	820193	617425	998108	829790	487934	588776	657220	569663	744559
6	560	1170	883277	942008	633086	824062	760542	741508	961459	988556	971485
7	1420	1108	587835	988456	558635	994254	544177	702831	664791	867654	615123
8	662	6	964452	930912	1042718	920166	746325	446538	561897	975911	756172
9	945	75	687108	585118	775494	881856	809266	509148	633752	753608	670194
10	522	649	965864	553941	618738	643924	913693	740347	1062457	643182	1001570
1.0	331.8	200.5
2.0	518.5	280.4
3.0	1134.1	618.5
4.0	162.9	1125.1
1	1114	1157	0	72446	42610	0	0	0	32469	0	0
2	1098	1287	10558	0	0	24501	8076	26580	72153	39812	0
3	1412	1239	44608	45199	68692	43900	0	68132	0	46663	58457
4	135	1230	64143	0	21348	32145	11348	57351	0	17541	0
5	292	367	0	0	54518	0	28836	15657	0	0	0
6	1112	1236	39197	39990	21495	0	0	64907	20573	71951	49108
7	1164	849	70229	6245	2535	0	0	33387	45755	18029	587
8	44	561	51878	27984	0	57157	29750	16912	0	40316	20202
9	92	1453	38501	67246	44034	29503	67777	550	0	23355	9088
10	902	1142	62489	74969	8162	23504	0	0	19219	0	41269
11	1457	1255	69328	10321	54028	61863	20957	27461	66944	0	0
12	1289	522	57446	0	40145	44885	0	0	0	52741	6676
13	86	1226	69458	24080	9787	10911	34070	3916	36070	0	30681
14	500	357	17581	63388	0	53390	0	0	50388	68035	57258
15	665	216	69049	35568	27957	34198	14422	0	0	12328	0
16	1057	173	31767	44419	53496	17621	65000	29825	54007	18269	14078
17	88	29	27736	0	61293	39031	44109	7667	70339	68045	0
18	1082	626	3945	57415	0	3439	46970	53714	54677	30166	0
19	1440	976	0	71481	34238	2780	0	5441	66575	60136	68729
20	1113	858	0	7918	40904	23513	5201	0	0	0	49925
21	1197	926	6187	58020	0	64088	21107	24336	0	0	26614
22	1458	862	10668	66649	48151	70485	0	25879	0	74475	9874
23	122	1381	60526	20697	0	1890	12150	24568	0	8341	2602
24	33	101	44573	0	39809	67669	0	14612	48493	11451	44112
25	77	526	34638	44937	0	0	13213	0	54749	67341	28651
26	23	610	37762	33084	0	6280	33042	56989	0	2026	42079
27	605	1440	0	0	0	54210	0	55207	0	0	46205
28	116	1268	54487	0	0	0	0	0	42401	8152	15202
29	294	1385	24357	61458	39316	39288	4464	0	0	46808	40723
30	203	1488	0	37040	0	41951	9222	0	68396	37786	0
31	1453	729	74982	19442	0	0	42054	0	0	3125	0
32	661	1371	15124	71813	73997	17214	20877	0	47566	0	59792
33	195	1450	17330	20101	0	70765	16697	18159	0	40077	61980
34	1346	1121	0	0	18422	0	53796	67377	12192	50169	45962
35	1362	1324	65032	0	38997	0	24350	19705	0	47523	36927
36	904	1394	0	0	70940	65484	65313	14010	19905	48928	17180
37	1350	237	0	3075	0	73923	0	51563	40778	59776	20235
38	382	1377	31061	0	32297	58984	47974	8405	0	23873	45710
39	592	416	0	58966	11079	74516	0	25905	0	10704	5212
40	611	394	38628	6729	57268	8656	30674	0	51458	1263	49359
41	905	43	0	29745	59845	50258	61268	0	53311	41794	1263
42	1477	1394	0	11788	19356	24903	0	26867	10802	44398	20933
43	1446	121	17559	58277	67391	22166	41609	39541	14048	51467	60701
44	71	71	43221	0	47729	66740	57298	0	74345	56287	70195
45	764	383	74969	0	69504	9052	37541	0	0	9956	52766
46	696	294	18846	24803	2823	50531	0	46178	0	59640	16143
47	1474	1039	12712	52928	56527	25257	69691	47476	13721	17176	70442
48	474	844	64753	56876	29374	17655	0	0	16555	7752	0
49	1498	1375	11696	0	0	69239	0	1903	0	2711	10547
50	1300	772	38392	2980	39051	0	65118	11793	66488	10604	54746
51	8	1303	52379	0	0	1234	0	50287	51721	40873	44166
52	514	740	5182	55480	1313	64121	5170	2716	0	0	51331
53	817	326	0	0	41022	16404	23063	0	59574	29919	0
54	866	98	0	22808	51939	71821	29249	0	45874	2115	0
55	870	167	0	73059	11652	60110	1915	0	0	14173	0
56	118	969	61843	24327	6642	42866	38867	27210	0	62162	32927
57	385	802	34983	10076	0	932	23008	0	19882	50941	62268
58	627	776	0	0	0	0	0	71490	0	0	50559
59	317	1334	14560	24676	53260	0	68692	38940	0	0	61224
60	291	148	0	0	32354	49459	0	7473	0	0	0
61	237	927	21389	0	69581	72525	0	0	0	0	67524
62	220	1324	14358	0	14433	36927	0	0	30754	32556	0
63	1176	452	54391	48582	64785	69608	22835	0	0	0	0
64	1475	759	60829	50215	73252	16916	0	0	0	47236	41745
65	1376	1238	66072	53162	66520	0	0	39263	4762	38731	14864
66	213	174	0	22973	0	13546	0	27996	34172	45014	41739
67	24	391	13386	4393	68992	727	0	0	34589	4641	50618
68	210	1022	0	0	53210	23990	56280	50419	0	53167	0
69	293	682	12624	18903	0	27955	0	0	67158	0	42187
70	881	150	0	17558	33613	5476	39080	15504	32867	0	18805
71	98	97	71611	62848	0	44596	11313	44444	74367	6780	11848
72	483	1182	5107	6412	35781	14054	54819	0	62042	16342	62833
73	843	1027	0	0	29987	67654	0	5953	6387	21558	44097
74	1475	143	0	12402	39539	36444	72609	16859	0	0	9859
75	853	772	14008	62611	0	24678	0	63858	14048	40954	36626
76	743	1108	57095	11360	51845	50641	66835	0	0	28438	0
77	1343	841	44779	70096	53564	0	6300	43893	45308	24231	37395
78	40	1248	24209	23067	39206	36964	59086	48191	0	4986	22721
79	283	1393	56174	0	0	7432	30858	0	0	56432	32750
80	1425	311	0	13409	69928	22355	0	0	54342	0	48446
81	120	971	0	30302	8362	11291	1490	0	35307	28726	32719
82	297	887	0	0	6074	0	23182	24993	38222	52026	13734
83	907	752	21641	50033	14964	12533	67383	23199	70608	0	73038
84	317	1477	0	4364	0	63527	14808	0	62295	0	39098
85	252	51	69008	13716	27660	5507	73577	2632	43655	73725	12697
86	780	534	27519	41911	0	0	73676	52986	41280	72461	48974
87	819	783	70782	34794	0	51865	59563	69563	49503	16999	32711
88	1445	698	2901	0	21890	0	7735	36039	69125	62830	0
89	125	250	23115	74946	0	73959	31295	0	35925	26756	74482
90	141	689	0	55577	50567	20857	54899	16416	53614	66136	22428
91	473	885	58043	58491	71908	44268	73274	57241	4049	27286	44354
92	982	775	39947	66649	73492	59908	0	0	72541	0	0
93	392	732	73582	0	34918	59397	15291	52379	32284	11665	0
94	706	185	2080	25899	0	43427	18128	2176	0	64828	30466
95	554	100	0	0	61115	39791	41457	71224	23781	0	55945
96	936	421	1614	32442	37118	52912	36086	49048	3027	64199	50116
97	564	1416	24177	2539	33753	53323	0	6379	0	21896	22353
98	848	1345	0	0	71856	47314	50058	0	17108	33470	0
99	380	654	0	26352	23455	0	26656	0	62287	51194	0
100	1384	394	42603	26911	43776	47442	8107	0	11440	28531	72552
101	967	1145	46282	0	0	62140	0	6048	17457	27824	0
102	1458	427	0	71161	38088	47797	0	0	69120	0	38214
103	108	505	60549	70651	52983	39166	0	22579	12156	0	34625
104	168	579	35145	27701	41427	0	68314	0	42737	67195	67242
105	1491	1190	0	0	26198	32112	35993	54782	39467	16133	61341
106	1352	1227	18196	25474	35200	47994	57919	50587	7365	0	0
107	330	1406	31470	56423	34167	53377	24337	0	26570	20940	5116
108	458	860	39732	0	42710	0	57502	0	65523	806	23935
109	811	550	0	0	43535	3776	0	0	0	50455	0
110	1083	590	0	34706	44095	10315	25557	60499	41717	0	30945
